segment_id,token,proposed_lemma
dbg_book07_ch002,reliquis,reliquis
dbg_book07_ch002,qui,qui
dbg_book07_ch003,qui,qui
dbg_book07_ch003,causa,causa
dbg_book07_ch003,fufium,fufium
dbg_book07_ch003,qui,qui
dbg_book07_ch003,caesaris,caesaris
dbg_book07_ch003,fama,fama
dbg_book07_ch003,cenabi,cenabi
dbg_book07_ch003,spatium,spatium
dbg_book07_ch003,centum,centum
dbg_book07_ch004,filius,filius
dbg_book07_ch004,aruernus,aruernus
dbg_book07_ch004,regnum,regnum
dbg_book07_ch004,arma,arma
dbg_book07_ch004,qui,qui
dbg_book07_ch004,communis,communis
dbg_book07_ch004,causa,causa
dbg_book07_ch004,arma,arma
dbg_book07_ch004,qui,qui
dbg_book07_ch004,oceanum,oceanum
dbg_book07_ch004,imperium,imperium
dbg_book07_ch004,quantum,quantum
dbg_book07_ch004,tempus,tempus
dbg_book07_ch004,causa,causa
dbg_book07_ch004,reliquis,reliquis
dbg_book07_ch005,subsidium,subsidium
dbg_book07_ch005,equitatus,equitatus
dbg_book07_ch005,qui,qui
dbg_book07_ch005,ueritos,ueritos
dbg_book07_ch005,causa,causa
dbg_book07_ch006,profectus,profectus
dbg_book07_ch006,qui,qui
dbg_book07_ch007,cadurcus,cadurcus
dbg_book07_ch007,progressus,progressus
dbg_book07_ch007,prouincia,prouincia
dbg_book07_ch007,qui,qui
dbg_book07_ch008,qui,qui
dbg_book07_ch008,umquam,umquam
dbg_book07_ch009,rursus,rursus
dbg_book07_ch009,profectus,profectus
dbg_book07_ch010,consilium,consilium
dbg_book07_ch010,praesidium,praesidium
dbg_book07_ch010,omnis,omnis
dbg_book07_ch010,qui,qui
dbg_book07_ch011,arma,arma
dbg_book07_ch011,qui,qui
dbg_book07_ch011,trebonium,trebonium
dbg_book07_ch011,qui,qui
dbg_book07_ch011,praesidium,praesidium
dbg_book07_ch011,causa,causa
dbg_book07_ch012,caesaris,caesaris
dbg_book07_ch012,obuiam,obuiam
dbg_book07_ch012,uia,uia
dbg_book07_ch012,arma,arma
dbg_book07_ch012,qui,qui
dbg_book07_ch012,arma,arma
dbg_book07_ch012,equitatus,equitatus
dbg_book07_ch012,uisus,uisus
dbg_book07_ch012,qui,qui
dbg_book07_ch012,arma,arma
dbg_book07_ch012,portas,portas
dbg_book07_ch012,portas,portas
dbg_book07_ch013,proelium,proelium
dbg_book07_ch013,rursus,rursus
dbg_book07_ch013,profectus,profectus
dbg_book07_ch014,concilium,concilium
dbg_book07_ch014,pabulum,pabulum
dbg_book07_ch014,causa,causa
dbg_book07_ch014,familiaris,familiaris
dbg_book07_ch014,uia,uia
dbg_book07_ch014,causa,causa
dbg_book07_ch014,oppida,oppida
dbg_book07_ch014,natura,natura
dbg_book07_ch014,commeatus,commeatus
dbg_book07_ch015,sententia,sententia
dbg_book07_ch015,idem,idem
dbg_book07_ch015,reliquis,reliquis
dbg_book07_ch015,incendia,incendia
dbg_book07_ch015,uictoria,uictoria
dbg_book07_ch015,natura,natura
dbg_book07_ch015,misericordia,misericordia
dbg_book07_ch016,omnis,omnis
dbg_book07_ch016,quantum,quantum
dbg_book07_ch017,natura,natura
dbg_book07_ch017,indiligentia,indiligentia
dbg_book07_ch017,qui,qui
dbg_book07_ch018,propius,propius
dbg_book07_ch018,qui,qui
dbg_book07_ch018,causa,causa
dbg_book07_ch018,profectus,profectus
dbg_book07_ch018,caesaris,caesaris
dbg_book07_ch018,arma,arma
dbg_book07_ch019,palus,palus
dbg_book07_ch019,difficilis,difficilis
dbg_book07_ch019,quinquaginta,quinquaginta
dbg_book07_ch019,fiducia,fiducia
dbg_book07_ch019,uada,uada
dbg_book07_ch019,saltus,saltus
dbg_book07_ch019,qui,qui
dbg_book07_ch019,qui,qui
dbg_book07_ch019,signum,signum
dbg_book07_ch019,periculum,periculum
dbg_book07_ch020,propius,propius
dbg_book07_ch020,regnum,regnum
dbg_book07_ch020,caesaris,caesaris
dbg_book07_ch020,inopia,inopia
dbg_book07_ch020,qui,qui
dbg_book07_ch020,is,is
dbg_book07_ch020,qui,qui
dbg_book07_ch020,imperium,imperium
dbg_book07_ch020,uictoria,uictoria
dbg_book07_ch020,inopia,inopia
dbg_book07_ch020,inopia,inopia
dbg_book07_ch020,tantum,tantum
dbg_book07_ch020,fuga,fuga
dbg_book07_ch021,omnis,omnis
dbg_book07_ch022,genus,genus
dbg_book07_ch022,introrsus,introrsus
dbg_book07_ch022,genus,genus
dbg_book07_ch022,autem,autem
dbg_book07_ch022,quantum,quantum
dbg_book07_ch022,cotidianus,cotidianus
dbg_book07_ch022,materia,materia
dbg_book07_ch023,autem,autem
dbg_book07_ch023,forma,forma
dbg_book07_ch023,introrsus,introrsus
dbg_book07_ch023,autem,autem
dbg_book07_ch023,alius,alius
dbg_book07_ch023,idem,idem
dbg_book07_ch023,interuallum,interuallum
dbg_book07_ch023,opus,opus
dbg_book07_ch023,opus,opus
dbg_book07_ch023,lapis,lapis
dbg_book07_ch023,materia,materia
dbg_book07_ch023,introrsus,introrsus
dbg_book07_ch024,is,is
dbg_book07_ch024,opus,opus
dbg_book07_ch024,tempus,tempus
dbg_book07_ch024,eminus,eminus
dbg_book07_ch024,ignis,ignis
dbg_book07_ch024,auxilium,auxilium
dbg_book07_ch024,caesaris,caesaris
dbg_book07_ch024,omnis,omnis
dbg_book07_ch025,spes,spes
dbg_book07_ch025,deustos,deustos
dbg_book07_ch025,memoria,memoria
dbg_book07_ch025,quidam,quidam
dbg_book07_ch025,gallus,gallus
dbg_book07_ch025,manus,manus
dbg_book07_ch025,unus,unus
dbg_book07_ch025,tertius,tertius
dbg_book07_ch025,quartus,quartus
dbg_book07_ch025,prius,prius
dbg_book07_ch025,uacuus,uacuus
dbg_book07_ch025,locus,locus
dbg_book07_ch025,finis,finis
dbg_book07_ch026,consilium,consilium
dbg_book07_ch026,iactura,iactura
dbg_book07_ch026,propterea,propterea
dbg_book07_ch026,palus,palus
dbg_book07_ch026,supplicium,supplicium
dbg_book07_ch026,infirmitas,infirmitas
dbg_book07_ch026,sententia,sententia
dbg_book07_ch026,fuga,fuga
dbg_book07_ch027,consilium,consilium
dbg_book07_ch027,qui,qui
dbg_book07_ch027,signum,signum
dbg_book07_ch028,obuiam,obuiam
dbg_book07_ch028,spes,spes
dbg_book07_ch028,quisquam,quisquam
dbg_book07_ch028,qui,qui
dbg_book07_ch028,cenabi,cenabi
dbg_book07_ch028,qui,qui
dbg_book07_ch028,qui,qui
dbg_book07_ch028,fuga,fuga
dbg_book07_ch028,ueritus,ueritus
dbg_book07_ch028,misericordia,misericordia
dbg_book07_ch028,uia,uia
dbg_book07_ch029,admodum,admodum
dbg_book07_ch029,scientia,scientia
dbg_book07_ch029,qui,qui
dbg_book07_ch029,prouentus,prouentus
dbg_book07_ch029,numquam,numquam
dbg_book07_ch029,imprudentia,imprudentia
dbg_book07_ch029,reliquis,reliquis
dbg_book07_ch029,diligentia,diligentia
dbg_book07_ch029,consilium,consilium
dbg_book07_ch029,orbis,orbis
dbg_book07_ch029,interea,interea
dbg_book07_ch029,communis,communis
dbg_book07_ch029,causa,causa
dbg_book07_ch029,impetus,impetus
dbg_book07_ch030,dignitas,dignitas
dbg_book07_ch030,reliquis,reliquis
dbg_book07_ch031,pollicitus,pollicitus
dbg_book07_ch031,reliquas,reliquas
dbg_book07_ch031,amicitia,amicitia
dbg_book07_ch031,qui,qui
dbg_book07_ch031,permagnus,permagnus
dbg_book07_ch031,numerus,numerus
dbg_book07_ch031,filius,filius
dbg_book07_ch031,amicus,amicus
dbg_book07_ch031,aquitania,aquitania
dbg_book07_ch032,commeatus,commeatus
dbg_book07_ch032,inopia,inopia
dbg_book07_ch032,antiquitus,antiquitus
dbg_book07_ch032,familia,familia
dbg_book07_ch032,ualetiacus,ualetiacus
dbg_book07_ch032,senatum,senatum
dbg_book07_ch032,controuersia,controuersia
dbg_book07_ch032,diligentia,diligentia
dbg_book07_ch033,arma,arma
dbg_book07_ch033,qui,qui
dbg_book07_ch033,controuersia,controuersia
dbg_book07_ch033,omnis,omnis
dbg_book07_ch033,familia,familia
dbg_book07_ch033,solum,solum
dbg_book07_ch033,imperium,imperium
dbg_book07_ch033,qui,qui
dbg_book07_ch034,decem,decem
dbg_book07_ch034,causa,causa
dbg_book07_ch034,secundum,secundum
dbg_book07_ch034,equitatus,equitatus
dbg_book07_ch035,caesaris,caesaris
dbg_book07_ch035,reliquas,reliquas
dbg_book07_ch035,numerus,numerus
dbg_book07_ch035,iussis,iussis
dbg_book07_ch036,urbis,urbis
dbg_book07_ch036,aditus,aditus
dbg_book07_ch036,prius,prius
dbg_book07_ch036,ciuitatium,ciuitatium
dbg_book07_ch036,ciuitatium,ciuitatium
dbg_book07_ch036,consilium,consilium
dbg_book07_ch036,circumcisus,circumcisus
dbg_book07_ch036,is,is
dbg_book07_ch036,locus,locus
dbg_book07_ch037,aeduus,aeduus
dbg_book07_ch037,pecunia,pecunia
dbg_book07_ch037,litauiccus,litauiccus
dbg_book07_ch037,familia,familia
dbg_book07_ch037,praemium,praemium
dbg_book07_ch037,caesaris,caesaris
dbg_book07_ch037,plus,plus
dbg_book07_ch037,litauiccus,litauiccus
dbg_book07_ch037,decem,decem
dbg_book07_ch038,litauiccus,litauiccus
dbg_book07_ch038,omnis,omnis
dbg_book07_ch038,equitatus,equitatus
dbg_book07_ch038,omnis,omnis
dbg_book07_ch038,nobilitas,nobilitas
dbg_book07_ch038,uiridomarus,uiridomarus
dbg_book07_ch038,causa,causa
dbg_book07_ch038,qui,qui
dbg_book07_ch038,litauiccus,litauiccus
dbg_book07_ch038,nos,nos
dbg_book07_ch038,qui,qui
dbg_book07_ch038,qui,qui
dbg_book07_ch038,fiducia,fiducia
dbg_book07_ch039,aeduus,aeduus
dbg_book07_ch039,uiridomarus,uiridomarus
dbg_book07_ch039,gratia,gratia
dbg_book07_ch039,controuersia,controuersia
dbg_book07_ch039,prauis,prauis
dbg_book07_ch039,amicitia,amicitia
dbg_book07_ch040,adfectus,adfectus
dbg_book07_ch040,spatium,spatium
dbg_book07_ch040,progressus,progressus
dbg_book07_ch040,manus,manus
dbg_book07_ch040,litauiccus,litauiccus
dbg_book07_ch040,nefas,nefas
dbg_book07_ch040,fortuna,fortuna
dbg_book07_ch041,qui,qui
dbg_book07_ch041,tribusque,tribusque
dbg_book07_ch041,omnis,omnis
dbg_book07_ch042,spatium,spatium
dbg_book07_ch042,auaritia,auaritia
dbg_book07_ch042,iracundia,iracundia
dbg_book07_ch042,temeritas,temeritas
dbg_book07_ch042,idem,idem
dbg_book07_ch042,qui,qui
dbg_book07_ch042,causa,causa
dbg_book07_ch043,caesaris,caesaris
dbg_book07_ch043,sui,sui
dbg_book07_ch043,gratia,gratia
dbg_book07_ch043,causa,causa
dbg_book07_ch043,beneuolentia,beneuolentia
dbg_book07_ch043,quemadmodum,quemadmodum
dbg_book07_ch043,rursus,rursus
dbg_book07_ch043,similis,similis
dbg_book07_ch044,facultas,facultas
dbg_book07_ch044,causa,causa
dbg_book07_ch044,qui,qui
dbg_book07_ch044,qui,qui
dbg_book07_ch044,magnus,magnus
dbg_book07_ch044,numerus,numerus
dbg_book07_ch044,aditus,aditus
dbg_book07_ch045,qui,qui
dbg_book07_ch045,causa,causa
dbg_book07_ch045,iniquitas,iniquitas
dbg_book07_ch045,signum,signum
dbg_book07_ch046,murus,murus
dbg_book07_ch046,ascensus,ascensus
dbg_book07_ch046,nullus,nullus
dbg_book07_ch046,anfractus,anfractus
dbg_book07_ch046,circuitus,circuitus
dbg_book07_ch046,spatium,spatium
dbg_book07_ch046,natura,natura
dbg_book07_ch046,qui,qui
dbg_book07_ch046,trinis,trinis
dbg_book07_ch046,celeritas,celeritas
dbg_book07_ch047,praeceptum,praeceptum
dbg_book07_ch047,fuga,fuga
dbg_book07_ch047,prius,prius
dbg_book07_ch047,urbis,urbis
dbg_book07_ch047,qui,qui
dbg_book07_ch047,portas,portas
dbg_book07_ch047,manus,manus
dbg_book07_ch047,fabius,fabius
dbg_book07_ch047,uiii,uiii
dbg_book07_ch047,prius,prius
dbg_book07_ch047,quisquam,quisquam
dbg_book07_ch047,tres,tres
dbg_book07_ch047,rursus,rursus
dbg_book07_ch048,qui,qui
dbg_book07_ch048,causa,causa
dbg_book07_ch048,primus,primus
dbg_book07_ch048,manus,manus
dbg_book07_ch049,progressus,progressus
dbg_book07_ch050,comminus,comminus
dbg_book07_ch050,manus,manus
dbg_book07_ch050,causa,causa
dbg_book07_ch050,sui,sui
dbg_book07_ch050,causa,causa
dbg_book07_ch050,fabius,fabius
dbg_book07_ch050,marcus,marcus
dbg_book07_ch050,petronius,petronius
dbg_book07_ch050,conatus,conatus
dbg_book07_ch050,qui,qui
dbg_book07_ch050,possum,possum
dbg_book07_ch050,periculum,periculum
dbg_book07_ch050,uos,uos
dbg_book07_ch050,porta,porta
dbg_book07_ch050,"""frustra","""frustra"
dbg_book07_ch050,sanguis,sanguis
dbg_book07_ch050,facultas,facultas
dbg_book07_ch051,xlui,xlui
dbg_book07_ch051,rursus,rursus
dbg_book07_ch051,planitiem,planitiem
dbg_book07_ch052,iniquitas,iniquitas
dbg_book07_ch052,detrimentum,detrimentum
dbg_book07_ch052,murus,murus
dbg_book07_ch052,plus,plus
dbg_book07_ch052,uictoria,uictoria
dbg_book07_ch053,iniquitas,iniquitas
dbg_book07_ch053,idem,idem
dbg_book07_ch054,opus,opus
dbg_book07_ch054,oppida,oppida
dbg_book07_ch054,solum,solum
dbg_book07_ch055,frumentum,frumentum
dbg_book07_ch055,causa,causa
dbg_book07_ch055,hispania,hispania
dbg_book07_ch055,amicitia,amicitia
dbg_book07_ch055,tantum,tantum
dbg_book07_ch055,causa,causa
dbg_book07_ch055,causa,causa
dbg_book07_ch055,inopia,inopia
dbg_book07_ch056,prius,prius
dbg_book07_ch056,indignitas,indignitas
dbg_book07_ch056,uiarumque,uiarumque
dbg_book07_ch056,difficultas,difficultas
dbg_book07_ch056,admodum,admodum
dbg_book07_ch056,brachia,brachia
dbg_book07_ch056,arma,arma
dbg_book07_ch056,aqua,aqua
dbg_book07_ch056,qui,qui
dbg_book07_ch057,labienus,labienus
dbg_book07_ch057,insula,insula
dbg_book07_ch057,qui,qui
dbg_book07_ch057,militaris,militaris
dbg_book07_ch057,is,is
dbg_book07_ch058,labienus,labienus
dbg_book07_ch058,uigilia,uigilia
dbg_book07_ch058,insula,insula
dbg_book07_ch058,lutetia,lutetia
dbg_book07_ch058,quinquaginta,quinquaginta
dbg_book07_ch058,qui,qui
dbg_book07_ch059,inopia,inopia
dbg_book07_ch059,autem,autem
dbg_book07_ch059,qui,qui
dbg_book07_ch059,manus,manus
dbg_book07_ch059,labienus,labienus
dbg_book07_ch059,consilium,consilium
dbg_book07_ch059,camulogenus,camulogenus
dbg_book07_ch059,auxilium,auxilium
dbg_book07_ch060,uigilia,uigilia
dbg_book07_ch061,tempestas,tempestas
dbg_book07_ch061,infra,infra
dbg_book07_ch061,tres,tres
dbg_book07_ch061,tantum,tantum
dbg_book07_ch061,quantum,quantum
dbg_book07_ch061,reliquas,reliquas
dbg_book07_ch062,acies,acies
dbg_book07_ch062,labienus,labienus
dbg_book07_ch062,signum,signum
dbg_book07_ch062,telis,telis
dbg_book07_ch062,quisquam,quisquam
dbg_book07_ch062,camulogenus,camulogenus
dbg_book07_ch062,tergum,tergum
dbg_book07_ch062,quisquam,quisquam
dbg_book07_ch062,camulogenus,camulogenus
dbg_book07_ch062,qui,qui
dbg_book07_ch062,proelium,proelium
dbg_book07_ch062,labienus,labienus
dbg_book07_ch063,quantum,quantum
dbg_book07_ch063,gratia,gratia
dbg_book07_ch063,pecunia,pecunia
dbg_book07_ch063,concilium,concilium
dbg_book07_ch063,treueri,treueri
dbg_book07_ch063,causa,causa
dbg_book07_ch063,caesaris,caesaris
dbg_book07_ch063,consilium,consilium
dbg_book07_ch063,reliquis,reliquis
dbg_book07_ch063,uiridomarus,uiridomarus
dbg_book07_ch064,reliquis,reliquis
dbg_book07_ch064,familiaris,familiaris
dbg_book07_ch064,iactura,iactura
dbg_book07_ch064,imperium,imperium
dbg_book07_ch064,qui,qui
dbg_book07_ch064,decem,decem
dbg_book07_ch064,item,item
dbg_book07_ch064,nondum,nondum
dbg_book07_ch064,autem,autem
dbg_book07_ch064,imperium,imperium
dbg_book07_ch065,casus,casus
dbg_book07_ch065,cohortium,cohortium
dbg_book07_ch065,prouincia,prouincia
dbg_book07_ch065,oppida,oppida
dbg_book07_ch065,cura,cura
dbg_book07_ch065,diligentia,diligentia
dbg_book07_ch065,prouincia,prouincia
dbg_book07_ch065,leuis,leuis
dbg_book07_ch065,qui,qui
dbg_book07_ch066,interea,interea
dbg_book07_ch066,qui,qui
dbg_book07_ch066,subsidium,subsidium
dbg_book07_ch066,decem,decem
dbg_book07_ch066,trinis,trinis
dbg_book07_ch066,concilium,concilium
dbg_book07_ch066,tempus,tempus
dbg_book07_ch066,otium,otium
dbg_book07_ch066,auxilium,auxilium
dbg_book07_ch066,qui,qui
dbg_book07_ch066,bis,bis
dbg_book07_ch067,tres,tres
dbg_book07_ch067,acies,acies
dbg_book07_ch067,tandem,tandem
dbg_book07_ch067,tres,tres
dbg_book07_ch067,praefectus,praefectus
dbg_book07_ch067,qui,qui
dbg_book07_ch067,cauarillus,cauarillus
dbg_book07_ch067,qui,qui
dbg_book07_ch067,caesaris,caesaris
dbg_book07_ch068,quantum,quantum
dbg_book07_ch068,tempus,tempus
dbg_book07_ch068,urbis,urbis
dbg_book07_ch069,alesia,alesia
dbg_book07_ch069,planities,planities
dbg_book07_ch069,reliquis,reliquis
dbg_book07_ch069,circuitus,circuitus
dbg_book07_ch069,xi,xi
dbg_book07_ch069,firmis,firmis
dbg_book07_ch070,proelium,proelium
dbg_book07_ch070,animus,animus
dbg_book07_ch070,qui,qui
dbg_book07_ch070,arma,arma
dbg_book07_ch070,portas,portas
dbg_book07_ch071,consilium,consilium
dbg_book07_ch071,qui,qui
dbg_book07_ch071,arma,arma
dbg_book07_ch071,meritum,meritum
dbg_book07_ch071,cruciatum,cruciatum
dbg_book07_ch071,octoginta,octoginta
dbg_book07_ch071,triginta,triginta
dbg_book07_ch071,frumentum,frumentum
dbg_book07_ch071,opus,opus
dbg_book07_ch071,uigilia,uigilia
dbg_book07_ch071,frumentum,frumentum
dbg_book07_ch071,qui,qui
dbg_book07_ch071,pecus,pecus
dbg_book07_ch071,copia,copia
dbg_book07_ch071,frumentum,frumentum
dbg_book07_ch072,solum,solum
dbg_book07_ch072,quantum,quantum
dbg_book07_ch072,labra,labra
dbg_book07_ch072,fossa,fossa
dbg_book07_ch072,tantum,tantum
dbg_book07_ch072,spatium,spatium
dbg_book07_ch072,corpus,corpus
dbg_book07_ch072,corona,corona
dbg_book07_ch072,tela,tela
dbg_book07_ch072,aqua,aqua
dbg_book07_ch072,qui,qui
dbg_book07_ch073,numquam,numquam
dbg_book07_ch073,rursus,rursus
dbg_book07_ch073,admodum,admodum
dbg_book07_ch073,firmis,firmis
dbg_book07_ch073,quinos,quinos
dbg_book07_ch073,qui,qui
dbg_book07_ch073,scrobes,scrobes
dbg_book07_ch073,tres,tres
dbg_book07_ch073,terra,terra
dbg_book07_ch073,causa,causa
dbg_book07_ch073,terra,terra
dbg_book07_ch073,lilium,lilium
dbg_book07_ch074,natura,natura
dbg_book07_ch074,triginta,triginta
dbg_book07_ch074,pabulum,pabulum
dbg_book07_ch075,qui,qui
dbg_book07_ch075,arma,arma
dbg_book07_ch075,gabalis,gabalis
dbg_book07_ch075,qui,qui
dbg_book07_ch075,sequanis,sequanis
dbg_book07_ch075,totidem,totidem
dbg_book07_ch075,octona,octona
dbg_book07_ch075,quina,quina
dbg_book07_ch075,totidem,totidem
dbg_book07_ch075,ueliocassis,ueliocassis
dbg_book07_ch075,oceanum,oceanum
dbg_book07_ch075,curiosolites,curiosolites
dbg_book07_ch076,usus,usus
dbg_book07_ch076,britannia,britannia
dbg_book07_ch076,iura,iura
dbg_book07_ch076,memoria,memoria
dbg_book07_ch076,uiii,uiii
dbg_book07_ch076,quisquam,quisquam
dbg_book07_ch076,qui,qui
dbg_book07_ch076,foris,foris
dbg_book07_ch076,equitatus,equitatus
dbg_book07_ch077,qui,qui
dbg_book07_ch078,qui,qui
dbg_book07_ch078,prius,prius
dbg_book07_ch078,qui,qui
dbg_book07_ch079,interea,interea
dbg_book07_ch079,planitiem,planitiem
dbg_book07_ch079,alesia,alesia
dbg_book07_ch079,casus,casus
dbg_book07_ch080,usus,usus
dbg_book07_ch080,proelium,proelium
dbg_book07_ch080,prouentum,prouentum
dbg_book07_ch080,leuis,leuis
dbg_book07_ch080,qui,qui
dbg_book07_ch080,impetus,impetus
dbg_book07_ch080,pugna,pugna
dbg_book07_ch080,qui,qui
dbg_book07_ch080,qui,qui
dbg_book07_ch080,auxilium,auxilium
dbg_book07_ch080,cupiditas,cupiditas
dbg_book07_ch080,uictoria,uictoria
dbg_book07_ch080,item,item
dbg_book07_ch080,reliquis,reliquis
dbg_book07_ch080,sui,sui
dbg_book07_ch080,qui,qui
dbg_book07_ch080,alesia,alesia
dbg_book07_ch080,uictoria,uictoria
dbg_book07_ch081,qui,qui
dbg_book07_ch081,fundis,fundis
dbg_book07_ch081,tuba,tuba
dbg_book07_ch081,signum,signum
dbg_book07_ch081,locus,locus
dbg_book07_ch081,fundis,fundis
dbg_book07_ch081,tela,tela
dbg_book07_ch081,marcus,marcus
dbg_book07_ch081,antonius,antonius
dbg_book07_ch081,gaius,gaius
dbg_book07_ch081,trebonius,trebonius
dbg_book07_ch082,plus,plus
dbg_book07_ch082,posteaquam,posteaquam
dbg_book07_ch082,propius,propius
dbg_book07_ch082,scrobes,scrobes
dbg_book07_ch082,pilis,pilis
dbg_book07_ch082,prius,prius
dbg_book07_ch083,bis,bis
dbg_book07_ch083,situs,situs
dbg_book07_ch083,circuitus,circuitus
dbg_book07_ch083,gaius,gaius
dbg_book07_ch083,antistius,antistius
dbg_book07_ch083,reginus,reginus
dbg_book07_ch083,gaius,gaius
dbg_book07_ch083,caninius,caninius
dbg_book07_ch083,rebilus,rebilus
dbg_book07_ch083,tempus,tempus
dbg_book07_ch083,meridies,meridies
dbg_book07_ch083,uigilia,uigilia
dbg_book07_ch083,meridies,meridies
dbg_book07_ch083,equitatus,equitatus
dbg_book07_ch084,causa,causa
dbg_book07_ch084,manus,manus
dbg_book07_ch084,qui,qui
dbg_book07_ch084,tergum,tergum
dbg_book07_ch084,periculum,periculum
dbg_book07_ch085,tempus,tempus
dbg_book07_ch085,fastigium,fastigium
dbg_book07_ch085,momentum,momentum
dbg_book07_ch085,tela,tela
dbg_book07_ch085,terra,terra
dbg_book07_ch085,arma,arma
dbg_book07_ch086,hora,hora
dbg_book07_ch087,labienus,labienus
dbg_book07_ch088,proelium,proelium
dbg_book07_ch088,rursus,rursus
dbg_book07_ch088,pilis,pilis
dbg_book07_ch088,tergum,tergum
dbg_book07_ch088,equitatus,equitatus
dbg_book07_ch088,terga,terga
dbg_book07_ch088,aruernus,aruernus
dbg_book07_ch088,uiuus,uiuus
dbg_book07_ch088,fuga,fuga
dbg_book07_ch088,septuaginta,septuaginta
dbg_book07_ch088,protinus,protinus
dbg_book07_ch088,fuga,fuga
dbg_book07_ch088,equitatus,equitatus
dbg_book07_ch088,magnus,magnus
dbg_book07_ch088,numerus,numerus
dbg_book07_ch088,fuga,fuga
dbg_book07_ch089,necessitatium,necessitatium
dbg_book07_ch089,communis,communis
dbg_book07_ch089,causa,causa
dbg_book07_ch089,arma,arma
dbg_book07_ch089,arma,arma
dbg_book07_ch089,capita,capita
dbg_book07_ch090,hiberna,hiberna
dbg_book07_ch090,sempronium,sempronium
dbg_book07_ch090,rutilum,rutilum
dbg_book07_ch090,lucium,lucium
dbg_book07_ch090,minucium,minucium
dbg_book07_ch090,caninium,caninium
dbg_book07_ch090,rebilum,rebilum
dbg_book07_ch090,publium,publium
dbg_book07_ch090,sulpicium,sulpicium
dbg_book07_ch090,causa,causa
dbg_book08_ch000,caesaris,caesaris
dbg_book08_ch000,ciuilis,ciuilis
dbg_book08_ch000,caesaris,caesaris
dbg_book08_ch000,qui,qui
dbg_book08_ch000,inuitus,inuitus
dbg_book08_ch000,qui,qui
dbg_book08_ch000,caesaris,caesaris
dbg_book08_ch000,elegantia,elegantia
dbg_book08_ch000,qui,qui
dbg_book08_ch000,scientia,scientia
dbg_book08_ch000,facultas,facultas
dbg_book08_ch000,nos,nos
dbg_book08_ch000,autem,autem
dbg_book08_ch000,facultas,facultas
dbg_book08_ch000,elegantia,elegantia
dbg_book08_ch000,scientia,scientia
dbg_book08_ch000,caesaris,caesaris
dbg_book08_ch000,nos,nos
dbg_book08_ch001,tempus,tempus
dbg_book08_ch001,uerisimilis,uerisimilis
dbg_book08_ch001,causa,causa
dbg_book08_ch001,autem,autem
dbg_book08_ch001,mora,mora
dbg_book08_ch002,antonium,antonium
dbg_book08_ch002,xiii,xiii
dbg_book08_ch002,xi,xi
dbg_book08_ch002,qui,qui
dbg_book08_ch002,latos,latos
dbg_book08_ch002,oppida,oppida
dbg_book08_ch003,caesaris,caesaris
dbg_book08_ch003,rura,rura
dbg_book08_ch003,prius,prius
dbg_book08_ch003,oppida,oppida
dbg_book08_ch003,signum,signum
dbg_book08_ch003,caesaris,caesaris
dbg_book08_ch003,copia,copia
dbg_book08_ch003,qui,qui
dbg_book08_ch003,spatium,spatium
dbg_book08_ch003,clementia,clementia
dbg_book08_ch003,caesaris,caesaris
dbg_book08_ch003,reditum,reditum
dbg_book08_ch003,poena,poena
dbg_book08_ch003,idem,idem
dbg_book08_ch004,patientia,patientia
dbg_book08_ch004,qui,qui
dbg_book08_ch004,difficillimis,difficillimis
dbg_book08_ch004,hiberna,hiberna
dbg_book08_ch004,ius,ius
dbg_book08_ch004,auxilium,auxilium
dbg_book08_ch004,decem,decem
dbg_book08_ch004,ui,ui
dbg_book08_ch004,causa,causa
dbg_book08_ch005,fama,fama
dbg_book08_ch005,causa,causa
dbg_book08_ch005,oppida,oppida
dbg_book08_ch005,gratia,gratia
dbg_book08_ch005,praeda,praeda
dbg_book08_ch006,manus,manus
dbg_book08_ch006,initium,initium
dbg_book08_ch006,tempus,tempus
dbg_book08_ch006,trebonium,trebonium
dbg_book08_ch006,qui,qui
dbg_book08_ch006,gloria,gloria
dbg_book08_ch006,qui,qui
dbg_book08_ch006,autem,autem
dbg_book08_ch006,tantum,tantum
dbg_book08_ch006,rursus,rursus
dbg_book08_ch006,autem,autem
dbg_book08_ch006,quantum,quantum
dbg_book08_ch006,opportunitas,opportunitas
dbg_book08_ch006,onus,onus
dbg_book08_ch007,qui,qui
dbg_book08_ch007,causa,causa
dbg_book08_ch007,qui,qui
dbg_book08_ch007,causa,causa
dbg_book08_ch007,consilium,consilium
dbg_book08_ch007,qui,qui
dbg_book08_ch007,arma,arma
dbg_book08_ch007,atrebatas,atrebatas
dbg_book08_ch007,uicinitas,uicinitas
dbg_book08_ch007,autem,autem
dbg_book08_ch007,autem,autem
dbg_book08_ch007,tempus,tempus
dbg_book08_ch008,singularis,singularis
dbg_book08_ch008,uii,uii
dbg_book08_ch008,uiii,uiii
dbg_book08_ch008,xi,xi
dbg_book08_ch008,nondum,nondum
dbg_book08_ch008,species,species
dbg_book08_ch009,xii,xii
dbg_book08_ch009,loricula,loricula
dbg_book08_ch009,fossa,fossa
dbg_book08_ch009,audacius,audacius
dbg_book08_ch009,tela,tela
dbg_book08_ch009,qui,qui
dbg_book08_ch009,telis,telis
dbg_book08_ch010,consilium,consilium
dbg_book08_ch010,nonnumquam,nonnumquam
dbg_book08_ch010,autem,autem
