"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.33617231137439,1.13585249348798,1.0783494992679,1.03136537389324,0.948795061031354,0.976385799257464,0.792922136145447,1.23722773578289
"Caesar_DBG-01",1.33617231137439,0,1.2978468011297,1.32681206782371,1.14208135921294,1.48389242794961,1.37208570800836,1.35380119146446,1.47429584896082
"Caesar_DBG-02",1.13585249348798,1.2978468011297,0,1.11371714651543,1.05734288614085,1.06493371815492,1.22308062628035,1.06521935241441,1.48140501568144
"Caesar_DBG-03",1.0783494992679,1.32681206782371,1.11371714651543,0,1.01722593009838,0.89250287999554,0.974254278606062,0.907648098668883,1.36391668998696
"Caesar_DBG-04",1.03136537389324,1.14208135921294,1.05734288614085,1.01722593009838,0,1.03044539657256,1.13176556265902,1.16853534679938,1.39170753233361
"Caesar_DBG-05",0.948795061031354,1.48389242794961,1.06493371815492,0.89250287999554,1.03044539657256,0,1.10547107675236,0.77750173159193,1.28663316114744
"Caesar_DBG-06",0.976385799257464,1.37208570800836,1.22308062628035,0.974254278606062,1.13176556265902,1.10547107675236,0,1.05701689937683,1.35215809803595
"Caesar_DBG-07",0.792922136145447,1.35380119146446,1.06521935241441,0.907648098668883,1.16853534679938,0.77750173159193,1.05701689937683,0,1.13191655597727
"Hirtius_DBG-08",1.23722773578289,1.47429584896082,1.48140501568144,1.36391668998696,1.39170753233361,1.28663316114744,1.35215809803595,1.13191655597727,0
