"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.24142889451769,1.14113917986003,1.14040835249548,1.12722767180884,0.931279318879335,1.03125375271898,0.861429785212598,1.14020273143988
"Caesar_DBG-01",1.24142889451769,0,1.29196724236177,1.33112145463567,1.17913281404713,1.24533151498038,1.26646885836412,1.24228348752883,1.42252286611132
"Caesar_DBG-02",1.14113917986003,1.29196724236177,0,1.13188975902433,1.19254300236472,1.10705363826751,1.25988971534596,1.05104540353305,1.26752935336753
"Caesar_DBG-03",1.14040835249548,1.33112145463567,1.13188975902433,0,1.11760766343811,1.054954494516,1.24066905173417,1.12496088047056,1.28884523109247
"Caesar_DBG-04",1.12722767180884,1.17913281404713,1.19254300236472,1.11760766343811,0,1.08387375771078,1.13525517869259,1.1807426908712,1.31080621055145
"Caesar_DBG-05",0.931279318879335,1.24533151498038,1.10705363826751,1.054954494516,1.08387375771078,0,1.05504037475876,0.912612562349757,1.14618232191318
"Caesar_DBG-06",1.03125375271898,1.26646885836412,1.25988971534596,1.24066905173417,1.13525517869259,1.05504037475876,0,1.02022312844018,1.21770415033726
"Caesar_DBG-07",0.861429785212598,1.24228348752883,1.05104540353305,1.12496088047056,1.1807426908712,0.912612562349757,1.02022312844018,0,1.04950888712538
"Hirtius_DBG-08",1.14020273143988,1.42252286611132,1.26752935336753,1.28884523109247,1.31080621055145,1.14618232191318,1.21770415033726,1.04950888712538,0
