"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.16283703808958,1.1674326504225,1.14992302264245,1.13244869697045,0.969114955468212,1.01394279105699,0.823538232890595,1.09761482242734
"Caesar_DBG-01",1.16283703808958,0,1.23825937850294,1.31332404251594,1.1395009711336,1.2348696188023,1.21396719755391,1.21913201949228,1.34648607694231
"Caesar_DBG-02",1.1674326504225,1.23825937850294,0,1.22363892216243,1.23423756032119,1.20445247015817,1.25586479522321,1.12006417575437,1.29442705892231
"Caesar_DBG-03",1.14992302264245,1.31332404251594,1.22363892216243,0,1.17532149280342,1.10607428183409,1.2004448046355,1.11884012242612,1.27545884240731
"Caesar_DBG-04",1.13244869697045,1.1395009711336,1.23423756032119,1.17532149280342,0,1.1123718346808,1.14969845650179,1.1682991715631,1.31799911432557
"Caesar_DBG-05",0.969114955468212,1.2348696188023,1.20445247015817,1.10607428183409,1.1123718346808,0,1.07913713066149,0.910427787995875,1.16101204811968
"Caesar_DBG-06",1.01394279105699,1.21396719755391,1.25586479522321,1.2004448046355,1.14969845650179,1.07913713066149,0,0.996367539207342,1.19310439093273
"Caesar_DBG-07",0.823538232890595,1.21913201949228,1.12006417575437,1.11884012242612,1.1682991715631,0.910427787995875,0.996367539207342,0,1.05000497981226
"Hirtius_DBG-08",1.09761482242734,1.34648607694231,1.29442705892231,1.27545884240731,1.31799911432557,1.16101204811968,1.19310439093273,1.05000497981226,0
