"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.205281327304,1.17837966898601,1.16940100629386,1.15310716913669,0.975523171021719,1.00957319471777,0.830559683027945,1.11094652375075
"Caesar_DBG-01",1.205281327304,0,1.2517543356092,1.31063384672655,1.13922040516199,1.22113993013515,1.21762880919482,1.21504551259614,1.36092806190291
"Caesar_DBG-02",1.17837966898601,1.2517543356092,0,1.20402203959303,1.26197252381494,1.18175737889826,1.25674872101514,1.09211669066819,1.29388696095991
"Caesar_DBG-03",1.16940100629386,1.31063384672655,1.20402203959303,0,1.14667059499177,1.09353596379643,1.20318122345728,1.1001874132859,1.2824371176671
"Caesar_DBG-04",1.15310716913669,1.13922040516199,1.26197252381494,1.14667059499177,0,1.07921909600953,1.13627785794509,1.1739654938037,1.33905764645153
"Caesar_DBG-05",0.975523171021719,1.22113993013515,1.18175737889826,1.09353596379643,1.07921909600953,0,1.06821790973756,0.894340533637537,1.17919283143967
"Caesar_DBG-06",1.00957319471777,1.21762880919482,1.25674872101514,1.20318122345728,1.13627785794509,1.06821790973756,0,0.994068072063972,1.20986116410902
"Caesar_DBG-07",0.830559683027945,1.21504551259614,1.09211669066819,1.1001874132859,1.1739654938037,0.894340533637537,0.994068072063972,0,1.03326477258155
"Hirtius_DBG-08",1.11094652375075,1.36092806190291,1.29388696095991,1.2824371176671,1.33905764645153,1.17919283143967,1.20986116410902,1.03326477258155,0
