"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.10638868668441,1.1583128197621,1.20673624283872,1.16087197542789,0.967439949900778,1.06501630041057,0.884573551393149,1.09517752555651
"Caesar_DBG-01",1.10638868668441,0,1.13652812348063,1.28652174464771,1.1592753331121,1.16362495171036,1.11946602838743,1.16278357379502,1.22734102004155
"Caesar_DBG-02",1.1583128197621,1.13652812348063,0,1.17200329339627,1.17731942606329,1.15264332422275,1.17175877347518,1.10422849794288,1.26287126017449
"Caesar_DBG-03",1.20673624283872,1.28652174464771,1.17200329339627,0,1.16415189202271,1.12220035862561,1.18372225407873,1.10829673079258,1.2396089718523
"Caesar_DBG-04",1.16087197542789,1.1592753331121,1.17731942606329,1.16415189202271,0,1.13088528857699,1.17770877571143,1.19931348405629,1.25642442549945
"Caesar_DBG-05",0.967439949900778,1.16362495171036,1.15264332422275,1.12220035862561,1.13088528857699,0,1.07282894153817,0.89935162314012,1.16025885666731
"Caesar_DBG-06",1.06501630041057,1.11946602838743,1.17175877347518,1.18372225407873,1.17770877571143,1.07282894153817,0,1.03925763656938,1.16245466517097
"Caesar_DBG-07",0.884573551393149,1.16278357379502,1.10422849794288,1.10829673079258,1.19931348405629,0.89935162314012,1.03925763656938,0,1.09810839338771
"Hirtius_DBG-08",1.09517752555651,1.22734102004155,1.26287126017449,1.2396089718523,1.25642442549945,1.16025885666731,1.16245466517097,1.09810839338771,0
