"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.39178291041527,1.17660666548074,1.16036948481936,1.25698407464669,0.894889701672661,1.04720349434751,0.821717546487414,1.30110457166132
"Caesar_DBG-01",1.39178291041527,0,1.28613741084407,1.3024833510377,1.11147115010456,1.29373710550483,1.26357832978028,1.41318960360263,1.47706742089961
"Caesar_DBG-02",1.17660666548074,1.28613741084407,0,0.965036598972745,1.1718807798794,1.07599292061248,1.16789937337633,0.923185129197238,1.34028909930844
"Caesar_DBG-03",1.16036948481936,1.3024833510377,0.965036598972745,0,1.13169109833519,0.995218778091971,1.18810972798322,0.976886013779475,1.28192029546828
"Caesar_DBG-04",1.25698407464669,1.11147115010456,1.1718807798794,1.13169109833519,0,1.2037838098896,1.18560497596695,1.27421680215143,1.60620773357553
"Caesar_DBG-05",0.894889701672661,1.29373710550483,1.07599292061248,0.995218778091971,1.2037838098896,0,1.07427767587977,0.706485430574155,1.10013064230261
"Caesar_DBG-06",1.04720349434751,1.26357832978028,1.16789937337633,1.18810972798322,1.18560497596695,1.07427767587977,0,1.08053612600158,1.30425108119939
"Caesar_DBG-07",0.821717546487414,1.41318960360263,0.923185129197238,0.976886013779475,1.27421680215143,0.706485430574155,1.08053612600158,0,1.06256527431358
"Hirtius_DBG-08",1.30110457166132,1.47706742089961,1.34028909930844,1.28192029546828,1.60620773357553,1.10013064230261,1.30425108119939,1.06256527431358,0
