segment_id,author_group,work,book,total_ngrams,um ,us ,is , co, in,que, qu,ue ,nt ,et ,ent, pr,ere,bus,re ,em ,ibu,es ,con, re,tur,ter,am ,ant,per,qui, ca, ad,era,s c,rum, ex,in ,s a, su,it ,sse, et,se ,os , se,at ,s e,unt,ita,qua,rat,pro, po,itu,eri,ur ,tum,ae ,uit,e a,tis,ion, de,ati,e c,s p,nte,e i,s i,m c,tat, pe,cum, no,ius,equ,quo,ili,atu,ntu,str,e e,ad ,uer, cu, pa,iss, di,m a,m p,one,eru,t a,m e,aes, si,ium,iti,e p,ess, ma,tra,tio,ne ,m i,t c,as ,oru,ia ,ine,t e,ons,tem, mi,s s,nti,io ,ost,t i,ris,sti,ut ,ari,are, ut, ne,ran,squ,sar,int,eba,omn, om,tes,tus, at,ui ,er ,cae,t q, es,ici,ret, ui,ta ,ren,cit,t p,mpe,ri ,t s,ex ,eli,uis,m s,nis, ho,ti ,tri,esa,tqu,ore,uen,te ,s d,ite,ssi,est,atq,end,men,e s,tit,iam, ue,pos, te,rae,lli,oni,ate,s q,s r,bat, ac, lo, au,ra ,nes,to ,pra, le,ect,res,ini, eo,cer,num,nit,ori,i c,leg,i p,t n,run, ab,cas, ha,ani,ort,lia,s u,par,rem,uod,mis,ner, op,a c,s m, mu,mil, fa,ell,sen,nib, ci,iqu,lit,od ,ide,mni,e u,ert,t u,ban,tia,nos,non, im,o c,ndi,ior,iis,ont,edi,loc,rib,man,ast,m d,der,m u,uae,a p, an,nem, tr,dit,imp,s n,si ,idi,etu,ab ,tin,rit, na,lum,i a,egi,com,rio,min,m m,tib,tiu, it,rti,mag,rte,e d,set,dum, al,tim,gna,eni,tor,on ,mqu,ult,fac,gio,m r,e n, hi,ctu,uam,ume, eq,m n,fec,dem,dis,m q,i e, er,e o,all,rel,s l,fic,inc,aui,udi,ro ,mit,agn,omp,s t, nu,rci,ist,nsi,ste,uid,cti,erc,i i,a e, ce, fi,ten,s o,de ,sis,imi,s f,ni ,por,hos,m f,t h,tu ,t m,ber,cis,uni,opi,ima,nst,ciu,die,ger,i s, ta,m l,o p,xer,mul,o a, du,sum,pri,tan,itt,e m,li , ar,na , iu,ali,llo,niu,s h,neq,ato,and,e r,sit,m t,oss,rim,eiu,fer,liq,ece,bi ,ar ,st ,tud,lic,duc, ga,lat,opp, be,art,a a,cta,act,uos,tar,cto, la, a ,iui,sid,reb,e q,sim,ler,iae,eti,aba,m o,o e, ei, mo,liu, fu,t d,emp,ac ,d e,aci,r a,uo ,nat,exe,sus,ene,ser,rtu,cen,sil,nia,a s,gal,din,edu,ndu,bel,spe,his,inu,ips,ien,lo , ea,err,di ,uri,abe,uib,aut,e f,ii ,sta,uti,e h,nci,mor,ime,ibi,adu,cul,nim,imu,eo ,t t,hab,nau,nsu,a m,sub,e t,omm,rma,isq,n p, un, ip,gni,nta,cip,cog,i u,aue,aqu,im ,m h,o d,pid, sa,ria,ins,ers,t r,no ,i n,sa ,ill
dbg_book01_ch001,caesar,dbg,1,1235,0.0137651822,0.004048583,0.0113360324,0.004048583,0.008097166,0.004048583,0.0089068826,0.004048583,0.0129554656,0.0048582996,0.0064777328,0.0048582996,0.0024291498,0.0048582996,0.0016194332,0.0048582996,0.0048582996,0.0048582996,0.0024291498,0.0008097166,0.0024291498,0.004048583,0.0056680162,0.0032388664,0.0024291498,0.0048582996,0.0016194332,0.0048582996,0.0,0.0016194332,0.0072874494,0.0008097166,0.0024291498,0.0016194332,0.0024291498,0.0032388664,0.0,0.0048582996,0.0008097166,0.0072874494,0.0048582996,0.0008097166,0.0032388664,0.0089068826,0.0032388664,0.0056680162,0.0,0.004048583,0.0,0.0008097166,0.0008097166,0.0024291498,0.0008097166,0.0064777328,0.0024291498,0.0048582996,0.0016194332,0.0024291498,0.0008097166,0.0,0.0024291498,0.0024291498,0.0048582996,0.0,0.0008097166,0.0016194332,0.0016194332,0.0024291498,0.0024291498,0.0008097166,0.0,0.0024291498,0.0032388664,0.0,0.0,0.0016194332,0.0008097166,0.0016194332,0.0048582996,0.0008097166,0.0024291498,0.0032388664,0.0016194332,0.0032388664,0.004048583,0.0024291498,0.0024291498,0.0024291498,0.0048582996,0.0016194332,0.0,0.0,0.0016194332,0.0008097166,0.0024291498,0.0,0.0008097166,0.0016194332,0.0,0.0024291498,0.0016194332,0.0008097166,0.0,0.0032388664,0.0016194332,0.0072874494,0.0024291498,0.0,0.0024291498,0.0008097166,0.0008097166,0.0016194332,0.0,0.0008097166,0.004048583,0.0,0.0008097166,0.0016194332,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0,0.0016194332,0.0,0.0024291498,0.0024291498,0.0016194332,0.0,0.0024291498,0.0016194332,0.0024291498,0.0,0.0024291498,0.0024291498,0.0,0.0,0.0008097166,0.0,0.0008097166,0.0,0.0008097166,0.0,0.0,0.0032388664,0.0,0.0016194332,0.0016194332,0.0016194332,0.0056680162,0.0008097166,0.0,0.0024291498,0.0,0.0016194332,0.0016194332,0.0,0.0016194332,0.0008097166,0.0,0.0016194332,0.0024291498,0.0016194332,0.0008097166,0.0016194332,0.0008097166,0.0008097166,0.0032388664,0.0008097166,0.0,0.0008097166,0.0008097166,0.0024291498,0.0,0.0008097166,0.0024291498,0.0016194332,0.0,0.0,0.0008097166,0.0016194332,0.0008097166,0.0024291498,0.0,0.0008097166,0.0008097166,0.0016194332,0.0016194332,0.0056680162,0.0032388664,0.0,0.0016194332,0.0016194332,0.0016194332,0.0,0.0008097166,0.0,0.0,0.0024291498,0.0032388664,0.0008097166,0.0,0.0089068826,0.0016194332,0.0024291498,0.0008097166,0.0032388664,0.0016194332,0.0016194332,0.0008097166,0.0008097166,0.0,0.0016194332,0.0024291498,0.0,0.0,0.0,0.0024291498,0.0,0.0032388664,0.0,0.0016194332,0.0,0.0016194332,0.0,0.0016194332,0.0,0.0032388664,0.0,0.0,0.0016194332,0.0008097166,0.0,0.0008097166,0.0008097166,0.0,0.0008097166,0.0016194332,0.0032388664,0.0,0.0,0.0,0.0024291498,0.0,0.0,0.0,0.0024291498,0.0016194332,0.0008097166,0.0008097166,0.0008097166,0.0016194332,0.0008097166,0.0008097166,0.0,0.0008097166,0.0016194332,0.0008097166,0.0024291498,0.0056680162,0.0,0.0,0.0064777328,0.0008097166,0.0008097166,0.0008097166,0.0032388664,0.0048582996,0.0,0.0,0.0008097166,0.0,0.004048583,0.0,0.0024291498,0.0016194332,0.0,0.0,0.0008097166,0.0,0.0,0.0008097166,0.0008097166,0.0,0.0,0.0008097166,0.0,0.0,0.0,0.0008097166,0.0016194332,0.0008097166,0.0008097166,0.0016194332,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0,0.0008097166,0.0048582996,0.0008097166,0.0016194332,0.0,0.0024291498,0.0,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0008097166,0.0016194332,0.0016194332,0.0008097166,0.0032388664,0.0032388664,0.0016194332,0.0008097166,0.0,0.0016194332,0.0016194332,0.0024291498,0.0008097166,0.0,0.0024291498,0.0016194332,0.0008097166,0.0008097166,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0,0.0032388664,0.0016194332,0.0,0.0008097166,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.004048583,0.0,0.0,0.0008097166,0.0,0.0048582996,0.0,0.0008097166,0.0024291498,0.0008097166,0.0,0.0,0.0008097166,0.0008097166,0.0016194332,0.0,0.0,0.0,0.0,0.0,0.0024291498,0.0008097166,0.0008097166,0.0,0.0,0.0024291498,0.0,0.0,0.0,0.0064777328,0.0,0.0,0.0056680162,0.0024291498,0.0008097166,0.0016194332,0.0,0.0008097166,0.0,0.0,0.0,0.0032388664,0.0016194332,0.0,0.0,0.0,0.0016194332,0.0,0.0016194332,0.0024291498,0.0,0.0016194332,0.0,0.0,0.0008097166,0.0,0.0,0.0,0.0,0.0,0.0016194332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0,0.0016194332,0.0,0.0048582996,0.0,0.0008097166,0.0008097166,0.0056680162,0.0016194332,0.0008097166,0.0,0.0016194332,0.0008097166,0.0,0.0016194332,0.0,0.0,0.0,0.0,0.0008097166,0.0016194332,0.0008097166,0.0008097166,0.0,0.0008097166,0.0008097166,0.0008097166,0.0,0.0016194332,0.0,0.0,0.0008097166,0.0016194332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008097166,0.0016194332,0.0,0.0008097166,0.0016194332,0.0016194332,0.0,0.0,0.0,0.0,0.0,0.0,0.0024291498,0.0,0.0,0.0,0.0,0.0008097166,0.0,0.0008097166,0.0,0.0,0.0016194332,0.0,0.0016194332,0.0
dbg_book01_ch002,caesar,dbg,1,960,0.0072916667,0.0125,0.0104166667,0.0041666667,0.0052083333,0.003125,0.00625,0.003125,0.003125,0.0083333333,0.0052083333,0.0041666667,0.0010416667,0.0052083333,0.003125,0.0041666667,0.0041666667,0.0020833333,0.003125,0.0020833333,0.0052083333,0.003125,0.0020833333,0.003125,0.0041666667,0.0041666667,0.0,0.0010416667,0.0010416667,0.003125,0.0010416667,0.0041666667,0.0020833333,0.0010416667,0.0010416667,0.00625,0.0020833333,0.0083333333,0.0020833333,0.0041666667,0.0020833333,0.0010416667,0.0020833333,0.0,0.003125,0.0020833333,0.0010416667,0.003125,0.0020833333,0.0041666667,0.0010416667,0.0041666667,0.0,0.0010416667,0.0020833333,0.0041666667,0.0052083333,0.0010416667,0.0010416667,0.0052083333,0.0020833333,0.0020833333,0.0020833333,0.003125,0.0010416667,0.0020833333,0.003125,0.003125,0.0020833333,0.003125,0.0020833333,0.0010416667,0.0010416667,0.0041666667,0.0010416667,0.0041666667,0.0010416667,0.0010416667,0.0,0.0,0.0041666667,0.0052083333,0.0052083333,0.003125,0.0020833333,0.0010416667,0.0020833333,0.0,0.0010416667,0.0010416667,0.0010416667,0.0,0.0010416667,0.0020833333,0.0010416667,0.0020833333,0.0010416667,0.0020833333,0.003125,0.0041666667,0.0010416667,0.0010416667,0.0,0.0,0.003125,0.0083333333,0.003125,0.0010416667,0.0010416667,0.003125,0.0020833333,0.0010416667,0.0010416667,0.0010416667,0.0010416667,0.0,0.0,0.0020833333,0.0,0.0020833333,0.0020833333,0.0,0.0,0.0,0.0,0.0010416667,0.003125,0.0020833333,0.0020833333,0.0,0.0010416667,0.0020833333,0.0041666667,0.0010416667,0.0,0.0020833333,0.0020833333,0.0010416667,0.0,0.0010416667,0.0,0.003125,0.0010416667,0.003125,0.0010416667,0.0010416667,0.0,0.003125,0.0,0.0010416667,0.0,0.0020833333,0.003125,0.0010416667,0.0,0.0,0.0020833333,0.0010416667,0.0,0.0072916667,0.0020833333,0.0,0.0052083333,0.0020833333,0.0020833333,0.0,0.0,0.0,0.003125,0.0010416667,0.0,0.0010416667,0.0010416667,0.0010416667,0.0020833333,0.0010416667,0.003125,0.0,0.0020833333,0.0010416667,0.0,0.003125,0.0010416667,0.003125,0.0020833333,0.0,0.0010416667,0.0010416667,0.0,0.0,0.003125,0.0,0.0,0.0010416667,0.0010416667,0.0020833333,0.003125,0.0,0.0020833333,0.0,0.0,0.0010416667,0.0,0.0010416667,0.0010416667,0.0010416667,0.0020833333,0.0,0.003125,0.0,0.0010416667,0.0010416667,0.0,0.0,0.0,0.0010416667,0.0010416667,0.0010416667,0.0020833333,0.003125,0.0010416667,0.003125,0.0010416667,0.0010416667,0.0010416667,0.0010416667,0.0,0.0020833333,0.0010416667,0.0010416667,0.0020833333,0.003125,0.0010416667,0.0020833333,0.0,0.0010416667,0.0,0.0020833333,0.0,0.003125,0.0020833333,0.0,0.0010416667,0.0,0.0020833333,0.0,0.0,0.0,0.0010416667,0.0,0.0010416667,0.0010416667,0.003125,0.0,0.0041666667,0.0010416667,0.0,0.0,0.0041666667,0.0,0.0010416667,0.0010416667,0.0,0.0010416667,0.003125,0.0020833333,0.0,0.0,0.0010416667,0.00625,0.0020833333,0.0,0.0020833333,0.0,0.0020833333,0.0010416667,0.003125,0.0,0.0,0.0,0.003125,0.0010416667,0.0,0.0,0.0010416667,0.0,0.0,0.0010416667,0.003125,0.0,0.0,0.0010416667,0.0010416667,0.0010416667,0.0,0.0,0.0,0.0020833333,0.0010416667,0.0,0.0,0.0,0.0010416667,0.0,0.0010416667,0.0010416667,0.0,0.0020833333,0.0010416667,0.0010416667,0.0,0.0041666667,0.0020833333,0.0,0.0010416667,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0,0.0020833333,0.0,0.0,0.0020833333,0.0041666667,0.0,0.0041666667,0.0,0.0010416667,0.0010416667,0.0,0.0010416667,0.0041666667,0.0010416667,0.0,0.0,0.0,0.0020833333,0.0,0.0020833333,0.0010416667,0.0,0.0,0.0010416667,0.0,0.0,0.0010416667,0.0,0.0010416667,0.0,0.0,0.0,0.0010416667,0.0,0.0010416667,0.0010416667,0.0,0.0,0.0,0.0,0.0,0.0010416667,0.0010416667,0.0010416667,0.0010416667,0.0010416667,0.0,0.0,0.0010416667,0.0010416667,0.0,0.0,0.0010416667,0.0020833333,0.0020833333,0.0,0.0010416667,0.0,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0010416667,0.0041666667,0.0,0.0010416667,0.0010416667,0.003125,0.0,0.003125,0.003125,0.0010416667,0.0,0.0,0.0,0.0010416667,0.0,0.0041666667,0.0010416667,0.003125,0.0,0.0010416667,0.0,0.0052083333,0.0,0.0010416667,0.0052083333,0.0010416667,0.0010416667,0.0010416667,0.0,0.0010416667,0.0010416667,0.0010416667,0.0020833333,0.0,0.0,0.0,0.003125,0.0,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0010416667,0.0041666667,0.0,0.0010416667,0.003125,0.0,0.0010416667,0.003125,0.0,0.0,0.0,0.0,0.0010416667,0.0020833333,0.0,0.0010416667,0.0,0.0010416667,0.0052083333,0.0010416667,0.0010416667,0.0,0.0010416667,0.0010416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0020833333,0.0,0.0010416667,0.0010416667,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0010416667,0.0,0.0,0.0020833333,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020833333,0.0010416667,0.0020833333,0.0,0.0010416667,0.0,0.0020833333,0.0,0.0041666667,0.0010416667,0.0,0.0
dbg_book01_ch003,caesar,dbg,1,1293,0.0139211137,0.007733952,0.0092807425,0.0100541377,0.0061871616,0.0023201856,0.0054137664,0.0023201856,0.0046403712,0.0085073473,0.0054137664,0.0046403712,0.0061871616,0.0015467904,0.0061871616,0.003866976,0.0007733952,0.003866976,0.0069605568,0.0054137664,0.0030935808,0.0046403712,0.003866976,0.003866976,0.0069605568,0.0015467904,0.0023201856,0.0046403712,0.0030935808,0.0030935808,0.003866976,0.0007733952,0.0061871616,0.0030935808,0.0054137664,0.0015467904,0.0046403712,0.0046403712,0.0061871616,0.003866976,0.0054137664,0.0054137664,0.0030935808,0.0015467904,0.0046403712,0.003866976,0.003866976,0.003866976,0.0046403712,0.0023201856,0.0015467904,0.0015467904,0.0007733952,0.0030935808,0.003866976,0.0023201856,0.0023201856,0.0023201856,0.0007733952,0.003866976,0.0023201856,0.0046403712,0.0023201856,0.0015467904,0.0015467904,0.0030935808,0.0046403712,0.0054137664,0.0007733952,0.0007733952,0.0030935808,0.0015467904,0.0015467904,0.0023201856,0.0030935808,0.0007733952,0.0,0.0007733952,0.0030935808,0.0023201856,0.0015467904,0.0023201856,0.0015467904,0.0007733952,0.0015467904,0.0023201856,0.0023201856,0.0023201856,0.003866976,0.0023201856,0.0,0.0015467904,0.0046403712,0.0023201856,0.0046403712,0.0030935808,0.0030935808,0.0,0.0023201856,0.0007733952,0.0030935808,0.003866976,0.003866976,0.0015467904,0.0007733952,0.0030935808,0.0030935808,0.0007733952,0.0015467904,0.0,0.0023201856,0.0015467904,0.0007733952,0.0,0.0046403712,0.0,0.0015467904,0.0023201856,0.0,0.0030935808,0.0023201856,0.0,0.0015467904,0.0,0.0,0.0007733952,0.0007733952,0.0,0.0,0.0015467904,0.0015467904,0.0,0.0007733952,0.0030935808,0.0,0.0007733952,0.0030935808,0.003866976,0.0023201856,0.0,0.0007733952,0.0007733952,0.0015467904,0.0007733952,0.0007733952,0.0015467904,0.0007733952,0.0,0.0007733952,0.0007733952,0.0015467904,0.0007733952,0.0,0.0030935808,0.0015467904,0.0,0.0,0.0007733952,0.0,0.0030935808,0.0,0.0007733952,0.0015467904,0.0,0.0,0.0023201856,0.0023201856,0.0046403712,0.0007733952,0.0015467904,0.0,0.0015467904,0.0015467904,0.0,0.0030935808,0.0007733952,0.0046403712,0.0007733952,0.0030935808,0.0015467904,0.0023201856,0.0,0.0007733952,0.0,0.0,0.0007733952,0.0,0.0015467904,0.0007733952,0.0023201856,0.0,0.0015467904,0.0015467904,0.0030935808,0.0,0.0030935808,0.0007733952,0.0015467904,0.0015467904,0.0007733952,0.0015467904,0.0,0.0007733952,0.0023201856,0.0015467904,0.0,0.0030935808,0.0,0.0015467904,0.0,0.0015467904,0.0015467904,0.0023201856,0.0,0.0007733952,0.0007733952,0.0007733952,0.0,0.0015467904,0.0007733952,0.0015467904,0.0,0.003866976,0.0007733952,0.0,0.0015467904,0.0015467904,0.0,0.0007733952,0.0015467904,0.0015467904,0.0,0.0007733952,0.0007733952,0.0007733952,0.0007733952,0.0015467904,0.0,0.0,0.0007733952,0.0,0.0007733952,0.0,0.0,0.0023201856,0.0007733952,0.0015467904,0.0,0.0,0.0015467904,0.0007733952,0.0023201856,0.0015467904,0.0007733952,0.0,0.0007733952,0.0,0.0,0.0,0.0007733952,0.0,0.003866976,0.0015467904,0.0,0.0,0.0015467904,0.0,0.0007733952,0.0,0.0,0.0015467904,0.0007733952,0.0023201856,0.0023201856,0.0015467904,0.0,0.0,0.0023201856,0.0007733952,0.0023201856,0.0,0.0,0.0007733952,0.0,0.0030935808,0.0007733952,0.0007733952,0.0007733952,0.0023201856,0.0,0.0,0.0,0.0,0.0007733952,0.0023201856,0.0023201856,0.0,0.0007733952,0.0007733952,0.0015467904,0.0007733952,0.0015467904,0.0015467904,0.0015467904,0.0015467904,0.0015467904,0.0,0.0,0.0030935808,0.0007733952,0.0,0.0,0.0,0.0,0.0,0.0007733952,0.0007733952,0.0007733952,0.0007733952,0.0,0.0,0.0,0.0,0.0023201856,0.0007733952,0.0007733952,0.0,0.0,0.0030935808,0.0015467904,0.0015467904,0.0,0.0,0.0007733952,0.0015467904,0.0007733952,0.0007733952,0.0,0.0,0.0007733952,0.0023201856,0.0,0.0,0.0007733952,0.0,0.0015467904,0.0007733952,0.0007733952,0.003866976,0.0,0.0,0.0015467904,0.0,0.0007733952,0.0007733952,0.0015467904,0.0007733952,0.0,0.0023201856,0.0,0.0007733952,0.0,0.0,0.0,0.0007733952,0.0,0.0007733952,0.0023201856,0.0,0.0,0.0015467904,0.0,0.0,0.0007733952,0.0007733952,0.0,0.0,0.0,0.0015467904,0.0015467904,0.0,0.0,0.0,0.0,0.0023201856,0.0,0.0,0.0,0.0,0.0015467904,0.0015467904,0.0007733952,0.0,0.0,0.0,0.0,0.0,0.0007733952,0.0,0.0,0.0007733952,0.0,0.0007733952,0.0046403712,0.0,0.0007733952,0.0,0.0015467904,0.0,0.0015467904,0.0007733952,0.0,0.0007733952,0.0,0.0007733952,0.0,0.0,0.0,0.0,0.0007733952,0.0023201856,0.0015467904,0.0015467904,0.0007733952,0.0007733952,0.0015467904,0.0007733952,0.0007733952,0.0,0.0,0.0,0.0007733952,0.0,0.0,0.0007733952,0.0015467904,0.0,0.0007733952,0.0015467904,0.0,0.0007733952,0.0007733952,0.0007733952,0.0007733952,0.0023201856,0.0,0.0023201856,0.0,0.0,0.0007733952,0.0,0.0,0.0,0.0023201856,0.0007733952,0.0,0.0,0.0007733952,0.0015467904,0.0,0.0007733952,0.0015467904,0.0,0.0,0.0,0.0015467904,0.0015467904,0.0,0.0007733952,0.0,0.0,0.0,0.0,0.0,0.0,0.0023201856,0.0,0.0,0.0,0.0007733952,0.0,0.0007733952,0.0015467904,0.0,0.0,0.0,0.0,0.0,0.0007733952,0.0,0.0,0.0007733952,0.0,0.0,0.0015467904,0.0015467904,0.0015467904,0.0,0.0,0.0015467904
dbg_book01_ch004,caesar,dbg,1,602,0.0166112957,0.0066445183,0.0099667774,0.011627907,0.0033222591,0.0066445183,0.0033222591,0.0066445183,0.0033222591,0.0033222591,0.0033222591,0.0,0.0049833887,0.0016611296,0.0016611296,0.0099667774,0.0016611296,0.0049833887,0.0066445183,0.0033222591,0.0049833887,0.0,0.0099667774,0.0016611296,0.0033222591,0.0049833887,0.0049833887,0.0033222591,0.0016611296,0.0049833887,0.0033222591,0.0049833887,0.0016611296,0.0,0.0083056478,0.0049833887,0.0,0.0016611296,0.0033222591,0.0033222591,0.0033222591,0.0033222591,0.0033222591,0.0033222591,0.0033222591,0.0,0.0033222591,0.0,0.0016611296,0.0033222591,0.0033222591,0.0049833887,0.0016611296,0.0016611296,0.0033222591,0.0016611296,0.0,0.0016611296,0.0016611296,0.0,0.0066445183,0.0016611296,0.0016611296,0.0,0.0016611296,0.0049833887,0.0016611296,0.0033222591,0.0016611296,0.0,0.0016611296,0.0049833887,0.0016611296,0.0033222591,0.0033222591,0.0016611296,0.0016611296,0.0016611296,0.0033222591,0.0016611296,0.0016611296,0.0,0.0,0.0066445183,0.0016611296,0.0016611296,0.0,0.0033222591,0.0,0.0066445183,0.0,0.0016611296,0.0033222591,0.0,0.0,0.0,0.0033222591,0.0033222591,0.0016611296,0.0016611296,0.0016611296,0.0016611296,0.0016611296,0.0016611296,0.0016611296,0.0016611296,0.0033222591,0.0033222591,0.0016611296,0.0016611296,0.0033222591,0.0016611296,0.0016611296,0.0,0.0016611296,0.0016611296,0.0016611296,0.0033222591,0.0,0.0033222591,0.0033222591,0.0033222591,0.0016611296,0.0016611296,0.0,0.0,0.0033222591,0.0033222591,0.0033222591,0.0016611296,0.0016611296,0.0,0.0033222591,0.0033222591,0.0,0.0,0.0033222591,0.0049833887,0.0049833887,0.0016611296,0.0049833887,0.0016611296,0.0016611296,0.0016611296,0.0,0.0,0.0033222591,0.0033222591,0.0,0.0016611296,0.0033222591,0.0016611296,0.0033222591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049833887,0.0,0.0,0.0,0.0033222591,0.0033222591,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0016611296,0.0,0.0033222591,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0033222591,0.0033222591,0.0066445183,0.0,0.0066445183,0.0033222591,0.0,0.0,0.0016611296,0.0016611296,0.0016611296,0.0,0.0016611296,0.0,0.0049833887,0.0033222591,0.0,0.0,0.0033222591,0.0,0.0016611296,0.0,0.0016611296,0.0016611296,0.0016611296,0.0016611296,0.0033222591,0.0016611296,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0033222591,0.0,0.0016611296,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0033222591,0.0,0.0016611296,0.0,0.0,0.0,0.0033222591,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0033222591,0.0,0.0,0.0016611296,0.0,0.0,0.0016611296,0.0016611296,0.0,0.0,0.0033222591,0.0033222591,0.0,0.0,0.0,0.0,0.0033222591,0.0033222591,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0049833887,0.0,0.0016611296,0.0016611296,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0,0.0016611296,0.0,0.0016611296,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0033222591,0.0,0.0033222591,0.0,0.0,0.0016611296,0.0,0.0,0.0016611296,0.0,0.0016611296,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0066445183,0.0,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0,0.0016611296,0.0033222591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0066445183,0.0016611296,0.0033222591,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033222591,0.0,0.0033222591,0.0,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0,0.0049833887,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0033222591,0.0,0.0016611296,0.0,0.0,0.0049833887,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0016611296,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0016611296,0.0,0.0,0.0,0.0033222591,0.0016611296,0.0016611296,0.0,0.0016611296,0.0,0.0,0.0,0.0033222591,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0016611296,0.0016611296,0.0049833887,0.0,0.0016611296,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0016611296,0.0016611296,0.0016611296,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0016611296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
