"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.36498953970129,1.09987520827203,1.13720572453055,1.14516653869574,0.899332899468386,1.05361721753499,0.855609868910822,1.21071052242369
"Caesar_DBG-01",1.36498953970129,0,1.31567819853669,1.31483783045886,1.20426681821802,1.29954660835627,1.32744779718813,1.41198674764899,1.4247568503886
"Caesar_DBG-02",1.09987520827203,1.31567819853669,0,0.987517125225755,1.16746720200368,1.11246802465278,1.22806803355698,1.014596070995,1.33683288562054
"Caesar_DBG-03",1.13720572453055,1.31483783045886,0.987517125225755,0,1.12528192735992,1.02099195950701,1.25096664984817,1.0616955930202,1.26268544546819
"Caesar_DBG-04",1.14516653869574,1.20426681821802,1.16746720200368,1.12528192735992,0,1.1345314810137,1.09243160833933,1.17562787119014,1.4290657103185
"Caesar_DBG-05",0.899332899468386,1.29954660835627,1.11246802465278,1.02099195950701,1.1345314810137,0,1.06460361303124,0.784090347878309,1.14834368190993
"Caesar_DBG-06",1.05361721753499,1.32744779718813,1.22806803355698,1.25096664984817,1.09243160833933,1.06460361303124,0,1.02459418377147,1.2670059241379
"Caesar_DBG-07",0.855609868910822,1.41198674764899,1.014596070995,1.0616955930202,1.17562787119014,0.784090347878309,1.02459418377147,0,1.05399036115014
"Hirtius_DBG-08",1.21071052242369,1.4247568503886,1.33683288562054,1.26268544546819,1.4290657103185,1.14834368190993,1.2670059241379,1.05399036115014,0
