"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.3936278280734,1.31658978992618,1.29497666460069,1.28872598281049,1.17091832167636,1.23404734557578,1.09328990098658,1.31416839389114
"Caesar_DBG-01",1.3936278280734,0,1.0449569500932,1.08725920565742,1.02444891865232,1.07161067488536,1.17587411086957,1.09932182185797,1.15375101433454
"Caesar_DBG-02",1.31658978992618,1.0449569500932,0,0.913331068220474,0.977010662112922,1.02550440730458,1.12457809354432,1.0264636864078,1.15216999520262
"Caesar_DBG-03",1.29497666460069,1.08725920565742,0.913331068220474,0,1.027298306233,1.00196278718363,1.15919669013738,0.991621870845915,1.09463230884836
"Caesar_DBG-04",1.28872598281049,1.02444891865232,0.977010662112922,1.027298306233,0,1.06469385904062,1.09772612209586,1.05423173689255,1.18639380396801
"Caesar_DBG-05",1.17091832167636,1.07161067488536,1.02550440730458,1.00196278718363,1.06469385904062,0,0.932437206028713,0.813092014373894,1.0196636953654
"Caesar_DBG-06",1.23404734557578,1.17587411086957,1.12457809354432,1.15919669013738,1.09772612209586,0.932437206028713,0,0.908665669259464,1.09209610903868
"Caesar_DBG-07",1.09328990098658,1.09932182185797,1.0264636864078,0.991621870845915,1.05423173689255,0.813092014373894,0.908665669259464,0,0.936005898936932
"Hirtius_DBG-08",1.31416839389114,1.15375101433454,1.15216999520262,1.09463230884836,1.18639380396801,1.0196636953654,1.09209610903868,0.936005898936932,0
