segment_id,author_group,work,book,total_ngrams,s ,m ,e ,er,t , c,um,qu, a,is,re,nt,it, e, p,ti,at,in, i,tu,us,ue,te,i ,es, s,ri,on,en,ui,ra,a ,co,o ,et,ni,se,li,an,ta,ne,or,di, u,ci,ar,st,ae,iu,pe,si,os,em, q, d, n, m,io,ru,ss,ur,de,ib,r ,am,ia,bu, r,su,pr,im,un,ro,mi,ca,n ,cu,ua,tr,d , t, f, o,ma,om,ad,ce, l, h,no,as,ic,po,au,ex,uo,el,ul,ut,ll,ec,il,du,id,le,na,ns,to,ct,ac,sa,ab,rt,nu,nd,pa,me,lo,ed,ba,mp,al,oc,la,ie,eb,op,pi,lu,eq,mu,be,gn,fi,mo,gi,bi,eg,ii,c ,ho,od,fe,x ,mn,ir,ge,ga,sq,ei, g,ag,nc,pu,uc,ud,tq,eo,rc,hi,ip,ha,xi,ub,sp,da,sc,ep,u ,ol,ea,lt,fa, b,do,ig,ot,eu,b ,iq,rr,rm,cc,pp,mm,ug,pl,tt,pt,up,ng,mq,rs,ou,fu,ef,ap,xe,ob,og
dbg_book04_ch009,caesar,dbg,4,394,0.0304568528,0.0253807107,0.0228426396,0.0228426396,0.0203045685,0.0152284264,0.0050761421,0.0126903553,0.0253807107,0.0050761421,0.0177664975,0.0152284264,0.0126903553,0.0152284264,0.0152284264,0.0076142132,0.0177664975,0.0050761421,0.0126903553,0.0076142132,0.0152284264,0.0101522843,0.0152284264,0.0177664975,0.0076142132,0.0101522843,0.0076142132,0.0025380711,0.0050761421,0.0076142132,0.0203045685,0.0126903553,0.0025380711,0.0,0.0101522843,0.0050761421,0.0101522843,0.0050761421,0.0101522843,0.0101522843,0.0050761421,0.0025380711,0.0152284264,0.0,0.0,0.0177664975,0.0050761421,0.0101522843,0.0101522843,0.0076142132,0.0,0.0203045685,0.0101522843,0.0025380711,0.0126903553,0.0050761421,0.0126903553,0.0,0.0076142132,0.0050761421,0.0076142132,0.0050761421,0.0025380711,0.0025380711,0.0126903553,0.0,0.0025380711,0.0101522843,0.0050761421,0.0050761421,0.0050761421,0.0050761421,0.0076142132,0.0025380711,0.0126903553,0.0,0.0,0.0025380711,0.0101522843,0.0101522843,0.0050761421,0.0025380711,0.0,0.0025380711,0.0,0.0076142132,0.0,0.0,0.0050761421,0.0025380711,0.0025380711,0.0,0.0076142132,0.0050761421,0.0025380711,0.0050761421,0.0050761421,0.0,0.0,0.0,0.0050761421,0.0,0.0,0.0050761421,0.0025380711,0.0025380711,0.0025380711,0.0025380711,0.0025380711,0.0,0.0152284264,0.0076142132,0.0050761421,0.0,0.0050761421,0.0025380711,0.0025380711,0.0,0.0025380711,0.0025380711,0.0025380711,0.0025380711,0.0,0.0025380711,0.0076142132,0.0025380711,0.0025380711,0.0025380711,0.0,0.0050761421,0.0,0.0025380711,0.0050761421,0.0,0.0076142132,0.0,0.0050761421,0.0025380711,0.0025380711,0.0025380711,0.0025380711,0.0,0.0,0.0,0.0,0.0,0.0,0.0025380711,0.0,0.0050761421,0.0,0.0025380711,0.0,0.0,0.0,0.0,0.0025380711,0.0,0.0,0.0,0.0,0.0025380711,0.0025380711,0.0,0.0,0.0025380711,0.0,0.0,0.0,0.0,0.0025380711,0.0,0.0,0.0,0.0,0.0,0.0025380711,0.0025380711,0.0050761421,0.0025380711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025380711,0.0050761421,0.0,0.0,0.0,0.0025380711,0.0,0.0025380711
dbg_book04_ch010,caesar,dbg,4,633,0.0379146919,0.0268562401,0.009478673,0.0078988942,0.018957346,0.0031595577,0.0221169036,0.0173775671,0.0126382306,0.0157977883,0.0063191153,0.0110584518,0.0173775671,0.0173775671,0.0126382306,0.0173775671,0.0126382306,0.0268562401,0.0205371248,0.0110584518,0.0173775671,0.0078988942,0.0063191153,0.0063191153,0.0078988942,0.0047393365,0.0078988942,0.009478673,0.0063191153,0.0205371248,0.0,0.0063191153,0.0063191153,0.009478673,0.0063191153,0.0031595577,0.0031595577,0.0063191153,0.0110584518,0.0047393365,0.0031595577,0.0110584518,0.0031595577,0.0063191153,0.0047393365,0.009478673,0.0031595577,0.0015797788,0.0063191153,0.0047393365,0.0,0.0031595577,0.0015797788,0.0110584518,0.0015797788,0.0047393365,0.009478673,0.0063191153,0.0110584518,0.0015797788,0.009478673,0.0,0.0126382306,0.009478673,0.0031595577,0.0,0.0110584518,0.0063191153,0.0063191153,0.0031595577,0.0015797788,0.0031595577,0.0047393365,0.0015797788,0.0031595577,0.0078988942,0.0,0.0110584518,0.0047393365,0.0,0.0031595577,0.0063191153,0.009478673,0.0047393365,0.0015797788,0.0031595577,0.0078988942,0.0078988942,0.0015797788,0.0063191153,0.0015797788,0.0031595577,0.0015797788,0.0063191153,0.0078988942,0.0031595577,0.0031595577,0.0063191153,0.0015797788,0.0015797788,0.0031595577,0.0015797788,0.0,0.0,0.0015797788,0.0047393365,0.0031595577,0.0,0.0015797788,0.0015797788,0.0015797788,0.0015797788,0.0047393365,0.0078988942,0.0,0.0078988942,0.0015797788,0.0031595577,0.0015797788,0.0047393365,0.0,0.0031595577,0.0078988942,0.0031595577,0.0,0.0,0.0015797788,0.0047393365,0.0142180095,0.0031595577,0.0031595577,0.0,0.0015797788,0.0047393365,0.0031595577,0.0015797788,0.0015797788,0.0015797788,0.0015797788,0.0,0.0,0.0,0.0047393365,0.0078988942,0.0,0.0,0.0015797788,0.0,0.0,0.0,0.0,0.0015797788,0.0031595577,0.0,0.0,0.0,0.0015797788,0.0,0.0,0.0,0.0,0.0,0.0015797788,0.0015797788,0.0015797788,0.0015797788,0.0015797788,0.0031595577,0.0,0.0031595577,0.0063191153,0.0031595577,0.0,0.0031595577,0.0,0.0,0.0,0.0015797788,0.0015797788,0.0,0.0,0.0,0.0,0.0015797788,0.0,0.0,0.0015797788,0.0,0.0015797788,0.0,0.0063191153,0.0,0.0015797788,0.0015797788,0.0,0.0031595577,0.0031595577,0.0,0.0,0.0
dbg_book04_ch011,caesar,dbg,4,993,0.0221550856,0.0181268882,0.0171198389,0.0221550856,0.026183283,0.0130916415,0.0130916415,0.0151057402,0.0161127895,0.0060422961,0.0241691843,0.0201409869,0.0130916415,0.0140986908,0.0161127895,0.0120845921,0.0100704935,0.0080563948,0.0130916415,0.0130916415,0.0100704935,0.0050352467,0.0161127895,0.0201409869,0.0191339376,0.0100704935,0.0040281974,0.0120845921,0.0171198389,0.0100704935,0.0090634441,0.0070493454,0.0060422961,0.0050352467,0.0130916415,0.0040281974,0.0140986908,0.0040281974,0.0070493454,0.0040281974,0.0060422961,0.0050352467,0.0050352467,0.0070493454,0.0050352467,0.0060422961,0.0080563948,0.0070493454,0.0070493454,0.0050352467,0.0110775428,0.0130916415,0.0040281974,0.0090634441,0.0050352467,0.0060422961,0.0060422961,0.0040281974,0.0040281974,0.0161127895,0.0100704935,0.0050352467,0.0060422961,0.0080563948,0.003021148,0.0020140987,0.0020140987,0.003021148,0.0050352467,0.0080563948,0.003021148,0.0020140987,0.0070493454,0.0060422961,0.0040281974,0.0070493454,0.0040281974,0.003021148,0.0040281974,0.0060422961,0.003021148,0.0050352467,0.0040281974,0.0010070493,0.0020140987,0.0050352467,0.0080563948,0.0060422961,0.0050352467,0.0050352467,0.0050352467,0.0020140987,0.0040281974,0.0010070493,0.0010070493,0.0020140987,0.0010070493,0.0010070493,0.0060422961,0.0010070493,0.0050352467,0.003021148,0.0020140987,0.0040281974,0.0020140987,0.0020140987,0.0010070493,0.0020140987,0.0010070493,0.0050352467,0.0040281974,0.0050352467,0.003021148,0.0020140987,0.0050352467,0.003021148,0.0020140987,0.003021148,0.0010070493,0.0040281974,0.0020140987,0.0,0.0010070493,0.003021148,0.003021148,0.0020140987,0.0020140987,0.0010070493,0.0,0.0040281974,0.0,0.003021148,0.003021148,0.0020140987,0.0010070493,0.0020140987,0.0050352467,0.0020140987,0.0040281974,0.003021148,0.0020140987,0.0010070493,0.003021148,0.0,0.0020140987,0.0010070493,0.0,0.0020140987,0.0,0.0,0.0,0.0020140987,0.0010070493,0.0010070493,0.0010070493,0.0,0.0,0.0060422961,0.0010070493,0.0010070493,0.003021148,0.0020140987,0.0020140987,0.0010070493,0.0010070493,0.0020140987,0.0010070493,0.0,0.0020140987,0.0,0.0010070493,0.0,0.0010070493,0.0,0.0010070493,0.0,0.0010070493,0.003021148,0.0010070493,0.0010070493,0.0010070493,0.0,0.0010070493,0.0,0.0,0.0010070493,0.0010070493,0.003021148,0.0,0.0,0.003021148,0.0,0.0,0.0,0.0,0.0010070493,0.0,0.0010070493,0.0,0.0020140987
dbg_book04_ch012,caesar,dbg,4,1125,0.0408888889,0.0142222222,0.0106666667,0.0275555556,0.0222222222,0.0133333333,0.0133333333,0.0168888889,0.0177777778,0.0213333333,0.0088888889,0.0177777778,0.0133333333,0.0151111111,0.0124444444,0.0168888889,0.016,0.0115555556,0.0186666667,0.0124444444,0.0213333333,0.0097777778,0.0115555556,0.0097777778,0.0115555556,0.0044444444,0.0115555556,0.0062222222,0.0088888889,0.0106666667,0.0097777778,0.0062222222,0.0044444444,0.0124444444,0.0062222222,0.0044444444,0.0071111111,0.0071111111,0.0071111111,0.0044444444,0.0035555556,0.0035555556,0.0053333333,0.0062222222,0.0044444444,0.0008888889,0.0124444444,0.0008888889,0.0062222222,0.008,0.0071111111,0.0142222222,0.0,0.0062222222,0.0062222222,0.0115555556,0.0026666667,0.0017777778,0.0088888889,0.008,0.0035555556,0.0044444444,0.0062222222,0.0035555556,0.0062222222,0.0008888889,0.0062222222,0.0053333333,0.0044444444,0.0053333333,0.0062222222,0.0053333333,0.0062222222,0.0026666667,0.0017777778,0.0062222222,0.0071111111,0.0026666667,0.008,0.0044444444,0.0017777778,0.008,0.0017777778,0.0008888889,0.0008888889,0.0026666667,0.0053333333,0.0017777778,0.0071111111,0.0088888889,0.0,0.0035555556,0.0008888889,0.0044444444,0.0035555556,0.0062222222,0.0044444444,0.0062222222,0.0017777778,0.0017777778,0.0062222222,0.0044444444,0.0026666667,0.0017777778,0.0017777778,0.0017777778,0.0035555556,0.0035555556,0.0053333333,0.0017777778,0.0026666667,0.0026666667,0.0044444444,0.0035555556,0.0026666667,0.0008888889,0.0035555556,0.0017777778,0.0017777778,0.0008888889,0.0035555556,0.0,0.0008888889,0.0008888889,0.0053333333,0.0,0.0,0.0008888889,0.0035555556,0.0053333333,0.0035555556,0.0008888889,0.0008888889,0.0008888889,0.0017777778,0.0,0.0008888889,0.0026666667,0.0044444444,0.0017777778,0.0026666667,0.0017777778,0.0026666667,0.0026666667,0.0,0.0017777778,0.0017777778,0.0026666667,0.0,0.0017777778,0.0008888889,0.0008888889,0.0008888889,0.0008888889,0.0,0.0008888889,0.0035555556,0.0017777778,0.0017777778,0.0044444444,0.0026666667,0.0008888889,0.0008888889,0.0017777778,0.0017777778,0.0,0.0008888889,0.0008888889,0.0026666667,0.0,0.0,0.0008888889,0.0008888889,0.0,0.0,0.0,0.0008888889,0.0,0.0017777778,0.0008888889,0.0017777778,0.0,0.0026666667,0.0008888889,0.0,0.0017777778,0.0026666667,0.0,0.0008888889,0.0,0.0,0.0,0.0008888889,0.0,0.0017777778,0.0,0.0008888889,0.0008888889,0.0017777778,0.0
dbg_book04_ch013,caesar,dbg,4,1084,0.0267527675,0.0156826568,0.0212177122,0.0119926199,0.0221402214,0.0166051661,0.0129151292,0.0184501845,0.0129151292,0.0147601476,0.0110701107,0.0138376384,0.0138376384,0.0184501845,0.0156826568,0.0166051661,0.0175276753,0.0064575646,0.0138376384,0.0119926199,0.0110701107,0.0101476015,0.0064575646,0.0138376384,0.0110701107,0.0101476015,0.0073800738,0.0073800738,0.0156826568,0.0073800738,0.0046125461,0.008302583,0.0101476015,0.0092250923,0.0129151292,0.0055350554,0.0110701107,0.0064575646,0.0046125461,0.0064575646,0.008302583,0.0046125461,0.0119926199,0.0064575646,0.0036900369,0.0046125461,0.008302583,0.0073800738,0.0055350554,0.0064575646,0.0138376384,0.0092250923,0.0036900369,0.0092250923,0.008302583,0.0046125461,0.0018450185,0.0064575646,0.0018450185,0.0101476015,0.0046125461,0.0027675277,0.0064575646,0.0064575646,0.0018450185,0.0073800738,0.0046125461,0.0046125461,0.0036900369,0.0064575646,0.0064575646,0.0036900369,0.0055350554,0.0027675277,0.0073800738,0.0018450185,0.0018450185,0.0018450185,0.0064575646,0.0064575646,0.0,0.0027675277,0.0036900369,0.0064575646,0.0036900369,0.0036900369,0.0027675277,0.0018450185,0.0027675277,0.0009225092,0.0046125461,0.0046125461,0.0027675277,0.0046125461,0.0027675277,0.0036900369,0.0046125461,0.0046125461,0.0046125461,0.0036900369,0.0027675277,0.0036900369,0.0036900369,0.0055350554,0.0027675277,0.0018450185,0.0046125461,0.0055350554,0.0036900369,0.0036900369,0.0027675277,0.0046125461,0.0027675277,0.0,0.0073800738,0.0018450185,0.0018450185,0.0018450185,0.0009225092,0.0055350554,0.0009225092,0.0018450185,0.0009225092,0.0018450185,0.0073800738,0.0027675277,0.0027675277,0.0046125461,0.0018450185,0.0055350554,0.0036900369,0.0009225092,0.0018450185,0.0018450185,0.0,0.0,0.0036900369,0.0018450185,0.0027675277,0.0009225092,0.0027675277,0.0027675277,0.0,0.0,0.0018450185,0.0009225092,0.0018450185,0.0046125461,0.0009225092,0.0018450185,0.0027675277,0.0009225092,0.0009225092,0.0027675277,0.0009225092,0.0027675277,0.0018450185,0.0009225092,0.0,0.0027675277,0.0036900369,0.0,0.0027675277,0.0009225092,0.0009225092,0.0027675277,0.0,0.0,0.0009225092,0.0009225092,0.0009225092,0.0009225092,0.0018450185,0.0009225092,0.0027675277,0.0,0.0,0.0018450185,0.0009225092,0.0,0.0009225092,0.0027675277,0.0018450185,0.0,0.0027675277,0.0018450185,0.0,0.0009225092,0.0,0.0,0.0,0.0009225092,0.0,0.0,0.0,0.0,0.0018450185,0.0,0.0009225092,0.0009225092
dbg_book04_ch014,caesar,dbg,4,790,0.0151898734,0.0189873418,0.017721519,0.0367088608,0.0189873418,0.0227848101,0.0139240506,0.0164556962,0.0139240506,0.0088607595,0.017721519,0.0151898734,0.0202531646,0.0088607595,0.017721519,0.0139240506,0.0088607595,0.0088607595,0.0088607595,0.0126582278,0.0075949367,0.0113924051,0.0126582278,0.017721519,0.0075949367,0.0088607595,0.0126582278,0.0050632911,0.0113924051,0.0075949367,0.0088607595,0.0126582278,0.0101265823,0.0101265823,0.0101265823,0.0075949367,0.0063291139,0.0101265823,0.0101265823,0.0088607595,0.0050632911,0.0050632911,0.0075949367,0.0012658228,0.0037974684,0.0075949367,0.0151898734,0.0025316456,0.0050632911,0.0113924051,0.0063291139,0.0113924051,0.0037974684,0.0088607595,0.0075949367,0.0075949367,0.0063291139,0.0012658228,0.0126582278,0.0050632911,0.0063291139,0.0025316456,0.0025316456,0.0113924051,0.0025316456,0.0025316456,0.0037974684,0.0050632911,0.0075949367,0.0050632911,0.0050632911,0.0050632911,0.0037974684,0.0063291139,0.0101265823,0.0037974684,0.0025316456,0.0025316456,0.0101265823,0.0037974684,0.0037974684,0.0037974684,0.0025316456,0.0037974684,0.0050632911,0.0050632911,0.0075949367,0.0012658228,0.0037974684,0.0037974684,0.0063291139,0.0025316456,0.0025316456,0.0012658228,0.0012658228,0.0050632911,0.0063291139,0.0037974684,0.0025316456,0.0,0.0025316456,0.0037974684,0.0037974684,0.0025316456,0.0037974684,0.0012658228,0.0050632911,0.0037974684,0.0025316456,0.0012658228,0.0025316456,0.0012658228,0.0025316456,0.0012658228,0.0050632911,0.0037974684,0.0012658228,0.0012658228,0.0012658228,0.0012658228,0.0012658228,0.0012658228,0.0012658228,0.0,0.0063291139,0.0012658228,0.0012658228,0.0037974684,0.0012658228,0.0037974684,0.0025316456,0.0012658228,0.0012658228,0.0025316456,0.0025316456,0.0,0.0012658228,0.0,0.0037974684,0.0,0.0025316456,0.0,0.0025316456,0.0,0.0025316456,0.0012658228,0.0037974684,0.0012658228,0.0,0.0012658228,0.0012658228,0.0012658228,0.0025316456,0.0012658228,0.0012658228,0.0012658228,0.0012658228,0.0,0.0,0.0,0.0012658228,0.0012658228,0.0,0.0012658228,0.0025316456,0.0012658228,0.0012658228,0.0012658228,0.0037974684,0.0,0.0,0.0012658228,0.0,0.0,0.0037974684,0.0012658228,0.0012658228,0.0012658228,0.0,0.0012658228,0.0025316456,0.0037974684,0.0,0.0,0.0012658228,0.0025316456,0.0012658228,0.0,0.0,0.0012658228,0.0,0.0012658228,0.0025316456,0.0,0.0025316456,0.0012658228,0.0025316456,0.0,0.0,0.0
dbg_book04_ch015,caesar,dbg,4,674,0.0267062315,0.0207715134,0.0192878338,0.0326409496,0.0207715134,0.0178041543,0.0237388724,0.0089020772,0.0118694362,0.0207715134,0.0178041543,0.0178041543,0.0118694362,0.0118694362,0.0089020772,0.0133531157,0.0103857567,0.0133531157,0.0133531157,0.0044510386,0.0044510386,0.0148367953,0.0103857567,0.0192878338,0.0118694362,0.0103857567,0.0089020772,0.0029673591,0.0103857567,0.0059347181,0.0089020772,0.0074183976,0.0044510386,0.0059347181,0.0059347181,0.0074183976,0.0089020772,0.0133531157,0.0059347181,0.0089020772,0.0059347181,0.0074183976,0.0074183976,0.0103857567,0.0089020772,0.0059347181,0.0103857567,0.0059347181,0.0029673591,0.0074183976,0.0059347181,0.0103857567,0.0059347181,0.0029673591,0.0044510386,0.0044510386,0.0059347181,0.0,0.0148367953,0.0074183976,0.0,0.0044510386,0.0044510386,0.0029673591,0.0014836795,0.0029673591,0.0014836795,0.0103857567,0.0029673591,0.0029673591,0.0029673591,0.0089020772,0.0029673591,0.0059347181,0.0089020772,0.0059347181,0.0014836795,0.0014836795,0.0059347181,0.0044510386,0.0059347181,0.0074183976,0.0029673591,0.0044510386,0.0014836795,0.0029673591,0.0059347181,0.0029673591,0.0029673591,0.0029673591,0.0059347181,0.0044510386,0.0029673591,0.0059347181,0.0044510386,0.0044510386,0.0074183976,0.0014836795,0.0,0.0059347181,0.0089020772,0.0044510386,0.0,0.0014836795,0.0014836795,0.0,0.0,0.0029673591,0.0044510386,0.0,0.0044510386,0.0014836795,0.0014836795,0.0059347181,0.0014836795,0.0014836795,0.0059347181,0.0014836795,0.0014836795,0.0,0.0,0.0014836795,0.0,0.0029673591,0.0044510386,0.0,0.0014836795,0.0029673591,0.0059347181,0.0,0.0,0.0029673591,0.0029673591,0.0014836795,0.0059347181,0.0,0.0029673591,0.0,0.0014836795,0.0,0.0014836795,0.0,0.0029673591,0.0044510386,0.0014836795,0.0,0.0014836795,0.0029673591,0.0014836795,0.0014836795,0.0014836795,0.0029673591,0.0029673591,0.0014836795,0.0029673591,0.0044510386,0.0014836795,0.0,0.0,0.0014836795,0.0014836795,0.0,0.0,0.0,0.0014836795,0.0,0.0014836795,0.0014836795,0.0,0.0014836795,0.0,0.0,0.0,0.0014836795,0.0,0.0014836795,0.0014836795,0.0044510386,0.0,0.0029673591,0.0,0.0029673591,0.0044510386,0.0029673591,0.0,0.0014836795,0.0014836795,0.0,0.0,0.0014836795,0.0,0.0,0.0,0.0,0.0029673591,0.0,0.0029673591,0.0014836795,0.0,0.0
dbg_book04_ch016,caesar,dbg,4,1419,0.0197322058,0.0310077519,0.0190274841,0.0204369274,0.0225510923,0.0098661029,0.021141649,0.0147991543,0.0119802678,0.0133897111,0.0176180409,0.0133897111,0.0091613813,0.0147991543,0.0126849894,0.0112755462,0.0070472163,0.0084566596,0.0105708245,0.0112755462,0.0063424947,0.0063424947,0.0056377731,0.0190274841,0.0091613813,0.0133897111,0.0028188865,0.0056377731,0.0119802678,0.0133897111,0.0133897111,0.0042283298,0.0035236082,0.007751938,0.0105708245,0.0084566596,0.0098661029,0.0105708245,0.0183227625,0.0056377731,0.0035236082,0.0063424947,0.0014094433,0.007751938,0.0049330514,0.0070472163,0.0056377731,0.0049330514,0.0049330514,0.0049330514,0.0126849894,0.0091613813,0.0049330514,0.007751938,0.0021141649,0.0049330514,0.0049330514,0.0056377731,0.0056377731,0.0091613813,0.0035236082,0.0063424947,0.0049330514,0.0042283298,0.0105708245,0.0056377731,0.0014094433,0.0098661029,0.0042283298,0.0042283298,0.0056377731,0.0035236082,0.0056377731,0.0028188865,0.0042283298,0.0035236082,0.0042283298,0.0021141649,0.0063424947,0.0070472163,0.0105708245,0.007751938,0.0035236082,0.0084566596,0.0035236082,0.0035236082,0.0035236082,0.0007047216,0.0014094433,0.0049330514,0.0007047216,0.0042283298,0.0098661029,0.0070472163,0.0042283298,0.0049330514,0.0056377731,0.0063424947,0.0049330514,0.0070472163,0.0021141649,0.0035236082,0.0014094433,0.0028188865,0.0021141649,0.0028188865,0.0063424947,0.0035236082,0.0021141649,0.0028188865,0.0042283298,0.0014094433,0.0014094433,0.0056377731,0.0035236082,0.0014094433,0.0035236082,0.0007047216,0.0021141649,0.0014094433,0.0028188865,0.0021141649,0.0014094433,0.0028188865,0.0,0.0021141649,0.0049330514,0.0021141649,0.0014094433,0.0028188865,0.0007047216,0.0021141649,0.0014094433,0.0014094433,0.0028188865,0.0,0.0049330514,0.0014094433,0.0014094433,0.0007047216,0.0007047216,0.0028188865,0.0021141649,0.0007047216,0.0,0.0028188865,0.0035236082,0.0042283298,0.0,0.0014094433,0.0049330514,0.0014094433,0.0007047216,0.0035236082,0.0,0.0007047216,0.0007047216,0.0014094433,0.0028188865,0.0014094433,0.0007047216,0.0,0.0021141649,0.0014094433,0.0028188865,0.0007047216,0.0,0.0007047216,0.0,0.0014094433,0.0,0.0014094433,0.0021141649,0.0014094433,0.0007047216,0.0,0.0007047216,0.0007047216,0.0007047216,0.0014094433,0.0007047216,0.0028188865,0.0014094433,0.0,0.0007047216,0.0014094433,0.0,0.0,0.0,0.0014094433,0.0,0.0007047216,0.0007047216,0.0014094433,0.0028188865,0.0,0.0,0.0035236082,0.0007047216,0.0
dbg_book04_ch017,caesar,dbg,4,1596,0.022556391,0.0231829574,0.0238095238,0.0181704261,0.0131578947,0.0087719298,0.0194235589,0.0131578947,0.0162907268,0.0219298246,0.0106516291,0.0144110276,0.0093984962,0.0100250627,0.0119047619,0.0131578947,0.0181704261,0.0169172932,0.015037594,0.015037594,0.007518797,0.0125313283,0.0131578947,0.007518797,0.0037593985,0.0125313283,0.0081453634,0.0119047619,0.0112781955,0.0068922306,0.0144110276,0.0144110276,0.0056390977,0.0062656642,0.0056390977,0.0087719298,0.0068922306,0.0062656642,0.0062656642,0.0112781955,0.0081453634,0.0056390977,0.0087719298,0.0056390977,0.0043859649,0.0087719298,0.0056390977,0.0087719298,0.0043859649,0.007518797,0.0056390977,0.0,0.0087719298,0.0037593985,0.0093984962,0.007518797,0.0050125313,0.0043859649,0.0062656642,0.0043859649,0.007518797,0.0062656642,0.0056390977,0.0087719298,0.0018796992,0.0031328321,0.0050125313,0.0043859649,0.0043859649,0.0043859649,0.0056390977,0.0043859649,0.0037593985,0.0068922306,0.0031328321,0.0037593985,0.0043859649,0.0050125313,0.007518797,0.0043859649,0.0068922306,0.007518797,0.0031328321,0.0043859649,0.0018796992,0.0043859649,0.0012531328,0.0012531328,0.0043859649,0.0025062657,0.0018796992,0.0031328321,0.0037593985,0.0050125313,0.0031328321,0.0018796992,0.0,0.0031328321,0.0050125313,0.0012531328,0.0056390977,0.0006265664,0.0056390977,0.0012531328,0.0,0.0043859649,0.0043859649,0.0,0.0050125313,0.0037593985,0.0043859649,0.0043859649,0.0031328321,0.0025062657,0.0050125313,0.0037593985,0.0031328321,0.0025062657,0.0043859649,0.0081453634,0.0006265664,0.0050125313,0.0025062657,0.0006265664,0.0031328321,0.0050125313,0.0037593985,0.0006265664,0.0062656642,0.0018796992,0.0,0.0006265664,0.0018796992,0.0031328321,0.0025062657,0.0,0.0043859649,0.0006265664,0.0012531328,0.0050125313,0.0006265664,0.0012531328,0.0018796992,0.0,0.0006265664,0.0018796992,0.0025062657,0.0012531328,0.0018796992,0.0006265664,0.0,0.0012531328,0.0043859649,0.0006265664,0.0012531328,0.0025062657,0.0018796992,0.0006265664,0.0006265664,0.0025062657,0.0018796992,0.0025062657,0.0006265664,0.0018796992,0.0006265664,0.0012531328,0.0006265664,0.0,0.0012531328,0.0,0.0018796992,0.0018796992,0.0012531328,0.0025062657,0.0012531328,0.0031328321,0.0,0.0025062657,0.0018796992,0.0006265664,0.0,0.0006265664,0.0,0.0,0.0025062657,0.0,0.0,0.0,0.0006265664,0.0012531328,0.0012531328,0.0012531328,0.0006265664,0.0,0.0,0.0012531328,0.0006265664,0.0018796992,0.0006265664,0.0
dbg_book04_ch018,caesar,dbg,4,554,0.0342960289,0.0126353791,0.0180505415,0.0198555957,0.0180505415,0.0144404332,0.0036101083,0.0180505415,0.0216606498,0.0072202166,0.0072202166,0.0180505415,0.0144404332,0.0180505415,0.0108303249,0.0144404332,0.0144404332,0.0126353791,0.0108303249,0.0090252708,0.0216606498,0.0144404332,0.0162454874,0.0108303249,0.0126353791,0.0162454874,0.0108303249,0.0072202166,0.0072202166,0.0090252708,0.0162454874,0.0108303249,0.0108303249,0.0108303249,0.0072202166,0.0072202166,0.0072202166,0.0072202166,0.0090252708,0.0108303249,0.0036101083,0.0090252708,0.0090252708,0.0054151625,0.0090252708,0.0072202166,0.0036101083,0.0036101083,0.0054151625,0.0054151625,0.0072202166,0.0018050542,0.0072202166,0.0072202166,0.0,0.0,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0036101083,0.0054151625,0.0162454874,0.0054151625,0.0090252708,0.0054151625,0.0162454874,0.0036101083,0.0072202166,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0036101083,0.0,0.0036101083,0.0036101083,0.0072202166,0.0054151625,0.0072202166,0.0072202166,0.0018050542,0.0090252708,0.0090252708,0.0036101083,0.0036101083,0.0036101083,0.0,0.0018050542,0.0036101083,0.0108303249,0.0018050542,0.0090252708,0.0036101083,0.0018050542,0.0,0.0018050542,0.0,0.0018050542,0.0018050542,0.0036101083,0.0054151625,0.0018050542,0.0,0.0036101083,0.0036101083,0.0054151625,0.0036101083,0.0018050542,0.0036101083,0.0072202166,0.0,0.0036101083,0.0054151625,0.0,0.0,0.0,0.0018050542,0.0072202166,0.0018050542,0.0,0.0,0.0018050542,0.0036101083,0.0018050542,0.0,0.0036101083,0.0018050542,0.0,0.0054151625,0.0,0.0054151625,0.0018050542,0.0,0.0,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0,0.0018050542,0.0054151625,0.0036101083,0.0018050542,0.0,0.0072202166,0.0018050542,0.0,0.0,0.0,0.0018050542,0.0018050542,0.0036101083,0.0036101083,0.0036101083,0.0018050542,0.0018050542,0.0,0.0018050542,0.0018050542,0.0,0.0018050542,0.0018050542,0.0,0.0,0.0036101083,0.0,0.0018050542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018050542,0.0,0.0,0.0,0.0018050542,0.0,0.0,0.0,0.0054151625,0.0018050542,0.0,0.0036101083,0.0,0.0,0.0018050542,0.0,0.0,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0018050542,0.0
