"","Caesar_DBC","Caesar_DBG-01","Caesar_DBG-02","Caesar_DBG-03","Caesar_DBG-04","Caesar_DBG-05","Caesar_DBG-06","Caesar_DBG-07","Hirtius_DBG-08"
"Caesar_DBC",0,1.38461991694351,1.30481465385778,1.28971312258852,1.29877268968078,1.1704876312516,1.25110463205664,1.07549429893672,1.32941761408051
"Caesar_DBG-01",1.38461991694351,0,1.10648888088466,1.10295021221941,1.02431018855631,1.09251103000167,1.1805550751472,1.12903339940032,1.19793168412055
"Caesar_DBG-02",1.30481465385778,1.10648888088466,0,0.907215501947722,1.02943692120717,1.01219877896981,1.12858671757047,0.959801017679158,1.16662499553687
"Caesar_DBG-03",1.28971312258852,1.10295021221941,0.907215501947722,0,1.03190211339702,0.936911457354219,1.07954049190504,0.930181916593306,1.08909542311008
"Caesar_DBG-04",1.29877268968078,1.02431018855631,1.02943692120717,1.03190211339702,0,1.01119583145295,1.03154567843288,1.00706833873913,1.21663722134294
"Caesar_DBG-05",1.1704876312516,1.09251103000167,1.01219877896981,0.936911457354219,1.01119583145295,0,0.932152502556322,0.727258470533709,1.0248559732802
"Caesar_DBG-06",1.25110463205664,1.1805550751472,1.12858671757047,1.07954049190504,1.03154567843288,0.932152502556322,0,0.900732500635911,1.05899247610843
"Caesar_DBG-07",1.07549429893672,1.12903339940032,0.959801017679158,0.930181916593306,1.00706833873913,0.727258470533709,0.900732500635911,0,0.915059534969688
"Hirtius_DBG-08",1.32941761408051,1.19793168412055,1.16662499553687,1.08909542311008,1.21663722134294,1.0248559732802,1.05899247610843,0.915059534969688,0
