"Caesar_DBC" "Caesar_DBG-01" "Caesar_DBG-02" "Caesar_DBG-03" "Caesar_DBG-04" "Caesar_DBG-05" "Caesar_DBG-06" "Caesar_DBG-07" "Hirtius_DBG-08"
"is" 0.0495417389150359 0.0856583455702398 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0406724511930586 0 0.0363901018922853 0.0154368632293918
"legionum" 0.0526380975972257 0.0122369065100343 0.0240558094779889 0 0.0218340611353712 0.0813449023861171 0.0548646671543526 0.027292576419214 0.0308737264587836
"longe" 0.0216745107753282 0.0489476260401371 0.0240558094779889 0.111513799832729 0.0655021834061135 0.0813449023861171 0.0365764447695684 0.0363901018922853 0.0463105896881754
"nulla" 0.0433490215506564 0 0 0 0.0218340611353712 0.0813449023861171 0.109729334308705 0.0454876273653566 0.0308737264587836
"periculum" 0.0464453802328462 0.0244738130200685 0 0 0.0436681222707424 0.0677874186550976 0.0365764447695684 0.0363901018922853 0.0617474529175671
"proeliis" 0.0402526628684667 0.0489476260401371 0.0721674284339668 0.0278784499581823 0.0873362445414847 0.0135574837310195 0.0731528895391368 0.0181950509461426 0.0308737264587836
"prope" 0.0340599455040872 0.0122369065100343 0.0481116189559779 0.083635349874547 0 0.0406724511930586 0.0182882223847842 0.118267831149927 0
"reliqui" 0.0433490215506564 0.0244738130200685 0.0481116189559779 0.0557568999163646 0.0873362445414847 0.027114967462039 0.0365764447695684 0.0454876273653566 0.0154368632293918
"romanis" 0.00928907604656923 0.0489476260401371 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.163755458515284 0.0617474529175671
"senatus" 0.0619271736437949 0.0489476260401371 0 0 0.0218340611353712 0 0 0.00909752547307132 0.123494905835134
"spem" 0.0495417389150359 0.0489476260401371 0.0240558094779889 0.083635349874547 0 0.0406724511930586 0.0548646671543526 0.027292576419214 0.0154368632293918
"cognito" 0.0557344562794154 0.0122369065100343 0 0.0557568999163646 0.0436681222707424 0.0135574837310195 0.0365764447695684 0.0454876273653566 0.0308737264587836
"existimabat" 0.0402526628684667 0.0489476260401371 0 0.0278784499581823 0.109170305676856 0.0135574837310195 0.0365764447695684 0.0363901018922853 0.0463105896881754
"frumentum" 0.0433490215506564 0.0734214390602056 0 0.0278784499581823 0.0655021834061135 0.0135574837310195 0.0182882223847842 0.0363901018922853 0.0463105896881754
"noctu" 0.0526380975972257 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0677874186550976 0.0365764447695684 0.0363901018922853 0.0154368632293918
"quantum" 0.024770869457518 0.0122369065100343 0.0481116189559779 0.0278784499581823 0.0873362445414847 0.0135574837310195 0.0548646671543526 0.0636826783114993 0.0926211793763507
"celeritate" 0.024770869457518 0 0.0962232379119557 0.0557568999163646 0.0436681222707424 0.0949023861171367 0.0365764447695684 0.0454876273653566 0.0308737264587836
"demonstrauimus" 0.0402526628684667 0 0.0481116189559779 0 0 0.0813449023861171 0.0731528895391368 0.0636826783114993 0
"fidem" 0.0185781520931385 0.0734214390602056 0.0721674284339668 0 0.0655021834061135 0.0949023861171367 0.0548646671543526 0 0.0617474529175671
"germani" 0.00309635868218974 0.110132158590308 0.0240558094779889 0 0.131004366812227 0 0.164594001463058 0.0363901018922853 0.0308737264587836
"multitudo" 0.0278672281397077 0.0122369065100343 0.0481116189559779 0.0278784499581823 0.0218340611353712 0.0542299349240781 0.0365764447695684 0.0363901018922853 0.123494905835134
"praeter" 0.0495417389150359 0.0489476260401371 0 0.0278784499581823 0.0655021834061135 0.0542299349240781 0.0548646671543526 0.00909752547307132 0
"prouinciam" 0.0309635868218974 0.146842878120411 0.0240558094779889 0.0278784499581823 0 0 0 0.054585152838428 0.0308737264587836
"romanos" 0.012385434728759 0.0244738130200685 0.0481116189559779 0.0557568999163646 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.109170305676856 0.108058042605743
"transire" 0.0216745107753282 0.0489476260401371 0.120279047389945 0.0278784499581823 0.131004366812227 0.027114967462039 0.091441111923921 0.0181950509461426 0
"ui" 0.0464453802328462 0.0489476260401371 0.0962232379119557 0.0557568999163646 0.0655021834061135 0 0.0182882223847842 0.0181950509461426 0.0154368632293918
"animi" 0.0371563041862769 0.0244738130200685 0.0481116189559779 0 0 0.0406724511930586 0.0365764447695684 0.0636826783114993 0.0463105896881754
"certior" 0.0371563041862769 0.0367107195301028 0.0721674284339668 0.083635349874547 0.0436681222707424 0.0406724511930586 0.0182882223847842 0.00909752547307132 0.0463105896881754
"imperio" 0.0371563041862769 0.0489476260401371 0.0721674284339668 0 0.0218340611353712 0.0406724511930586 0.0548646671543526 0.0454876273653566 0
"legionis" 0.0402526628684667 0.0367107195301028 0.0721674284339668 0.0278784499581823 0.0218340611353712 0.027114967462039 0.0182882223847842 0.0454876273653566 0.0308737264587836
"summam" 0.0278672281397077 0.0244738130200685 0.0721674284339668 0.111513799832729 0 0.0135574837310195 0.0731528895391368 0.0454876273653566 0.0463105896881754
"uenisset" 0.0402526628684667 0 0.0481116189559779 0 0.0218340611353712 0.0542299349240781 0.0182882223847842 0.0363901018922853 0.0926211793763507
"altera" 0.0495417389150359 0.0611845325501713 0.0240558094779889 0 0 0.027114967462039 0.0182882223847842 0.0363901018922853 0.0154368632293918
"ciuitatis" 0.012385434728759 0.0611845325501713 0.0962232379119557 0.0278784499581823 0.0218340611353712 0.0542299349240781 0.0548646671543526 0.054585152838428 0.0308737264587836
"habebant" 0.0433490215506564 0.0367107195301028 0.0240558094779889 0.111513799832729 0.0436681222707424 0.0542299349240781 0 0.00909752547307132 0.0154368632293918
"haberet" 0.0464453802328462 0.0734214390602056 0.0240558094779889 0 0 0.027114967462039 0.0182882223847842 0.00909752547307132 0.0617474529175671
"inde" 0.0402526628684667 0.0244738130200685 0.0240558094779889 0.0557568999163646 0.0873362445414847 0.027114967462039 0.0182882223847842 0.027292576419214 0.0308737264587836
"ipsis" 0.0371563041862769 0.0734214390602056 0.0481116189559779 0 0.0218340611353712 0.027114967462039 0 0.054585152838428 0.0154368632293918
"legatum" 0.024770869457518 0.0489476260401371 0.0721674284339668 0.0557568999163646 0.0436681222707424 0.027114967462039 0 0.0454876273653566 0.0617474529175671
"milium" 0.0278672281397077 0.0734214390602056 0.0481116189559779 0.0557568999163646 0.0655021834061135 0.0813449023861171 0 0.0181950509461426 0
"nullum" 0.0309635868218974 0.0122369065100343 0.0240558094779889 0.0557568999163646 0 0.0135574837310195 0.0548646671543526 0.0454876273653566 0.108058042605743
"siue" 0.0402526628684667 0.0611845325501713 0 0.0557568999163646 0.0218340611353712 0 0 0.0181950509461426 0.108058042605743
"compluribus" 0.0216745107753282 0.0244738130200685 0 0.167270699749094 0.0873362445414847 0.0677874186550976 0.0365764447695684 0.00909752547307132 0.0308737264587836
"consuetudine" 0.024770869457518 0.0244738130200685 0.0721674284339668 0.0278784499581823 0.0655021834061135 0.0406724511930586 0.0548646671543526 0.0181950509461426 0.0617474529175671
"domum" 0.0464453802328462 0.0611845325501713 0.0962232379119557 0 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.0181950509461426 0
"frumenti" 0.0371563041862769 0.0244738130200685 0 0.111513799832729 0 0 0.0182882223847842 0.0454876273653566 0.0771843161469589
"italia" 0.0681198910081744 0.0122369065100343 0 0 0 0 0.0182882223847842 0.0363901018922853 0.0154368632293918
"legione" 0.0402526628684667 0.0244738130200685 0.0240558094779889 0.0557568999163646 0.0436681222707424 0.0813449023861171 0.0182882223847842 0.00909752547307132 0.0154368632293918
"litteris" 0.0464453802328462 0.0122369065100343 0.0240558094779889 0 0.0218340611353712 0.0677874186550976 0.0548646671543526 0.00909752547307132 0.0308737264587836
"manus" 0.0216745107753282 0.0122369065100343 0.0721674284339668 0 0 0.0542299349240781 0.0731528895391368 0.0636826783114993 0.0463105896881754
"multitudinem" 0.0154817934109487 0.0611845325501713 0.0962232379119557 0.0278784499581823 0.0436681222707424 0.0542299349240781 0.0365764447695684 0.0181950509461426 0.0617474529175671
"salutem" 0.0340599455040872 0.0244738130200685 0 0.111513799832729 0.0218340611353712 0.0406724511930586 0.0182882223847842 0.0454876273653566 0.0308737264587836
"uenit" 0.0433490215506564 0.0244738130200685 0.0240558094779889 0.0278784499581823 0.0436681222707424 0.027114967462039 0.0548646671543526 0.027292576419214 0.0154368632293918
"ciuitate" 0.012385434728759 0.0734214390602056 0.0240558094779889 0 0.0218340611353712 0.0677874186550976 0.0365764447695684 0.054585152838428 0.0463105896881754
"earum" 0.0371563041862769 0.0122369065100343 0.0240558094779889 0.0557568999163646 0.0873362445414847 0.0542299349240781 0.0365764447695684 0.0181950509461426 0
"fugae" 0.0278672281397077 0.0489476260401371 0.0721674284339668 0 0 0.0406724511930586 0.0365764447695684 0.0363901018922853 0.0463105896881754
"galli" 0.00309635868218974 0.0122369065100343 0.0240558094779889 0.0557568999163646 0.0218340611353712 0.027114967462039 0.0548646671543526 0.145560407569141 0.0154368632293918
"hic" 0.0402526628684667 0.0489476260401371 0 0.0278784499581823 0.0436681222707424 0.0542299349240781 0.0548646671543526 0.00909752547307132 0
"interfectis" 0.0309635868218974 0 0 0.0278784499581823 0.0436681222707424 0.0406724511930586 0 0.0636826783114993 0.0771843161469589
"italiam" 0.0402526628684667 0.0244738130200685 0.0721674284339668 0.0278784499581823 0 0.027114967462039 0.0182882223847842 0.0181950509461426 0.0617474529175671
"loca" 0.0402526628684667 0 0.0481116189559779 0.111513799832729 0.0436681222707424 0.027114967462039 0.0365764447695684 0.0181950509461426 0.0154368632293918
"necessario" 0.0402526628684667 0.0244738130200685 0 0.0557568999163646 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.0727802037845706 0
"potestatem" 0.0309635868218974 0.0367107195301028 0.0481116189559779 0.0278784499581823 0.0655021834061135 0.0135574837310195 0.0365764447695684 0.027292576419214 0.0463105896881754
"reliqua" 0.0402526628684667 0.0367107195301028 0 0.0278784499581823 0.0873362445414847 0.0135574837310195 0.0182882223847842 0.0363901018922853 0.0154368632293918
"seque" 0.024770869457518 0.0489476260401371 0.0721674284339668 0.111513799832729 0.0873362445414847 0.027114967462039 0.0182882223847842 0.00909752547307132 0.0154368632293918
"sustinere" 0.0371563041862769 0.0122369065100343 0.0481116189559779 0 0.0655021834061135 0.027114967462039 0.0182882223847842 0.0454876273653566 0.0308737264587836
"uenire" 0.0309635868218974 0.0611845325501713 0.0481116189559779 0 0.0218340611353712 0.0677874186550976 0.0548646671543526 0.00909752547307132 0.0154368632293918
"x" 0.0340599455040872 0.0611845325501713 0.144334856867934 0 0.0436681222707424 0.0135574837310195 0 0.0181950509461426 0.0154368632293918
"agris" 0.00928907604656923 0.0611845325501713 0 0.0557568999163646 0.131004366812227 0.027114967462039 0.0731528895391368 0.0363901018922853 0.0154368632293918
"ciuitatem" 0.00619271736437949 0.0367107195301028 0.0240558094779889 0 0 0.0677874186550976 0.0182882223847842 0.100072780203785 0.0617474529175671
"copiae" 0.0278672281397077 0.0244738130200685 0 0 0.0218340611353712 0.0542299349240781 0 0.0818777292576419 0.0308737264587836
"gallis" 0.00309635868218974 0.0856583455702398 0.0962232379119557 0.083635349874547 0.0218340611353712 0.027114967462039 0.0182882223847842 0.054585152838428 0.0308737264587836
"iiii" 0.0557344562794154 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0873362445414847 0.0135574837310195 0 0.00909752547307132 0
"impedimenta" 0.00928907604656923 0.0489476260401371 0.0481116189559779 0.0278784499581823 0.0218340611353712 0.0406724511930586 0.0731528895391368 0.027292576419214 0.0926211793763507
"praeterea" 0.0495417389150359 0.0244738130200685 0 0.0557568999163646 0.0218340611353712 0.027114967462039 0.0365764447695684 0.0181950509461426 0
"quarum" 0.0278672281397077 0.0244738130200685 0.0240558094779889 0.083635349874547 0.109170305676856 0 0.0548646671543526 0.027292576419214 0.0154368632293918
"quoniam" 0.0309635868218974 0.0489476260401371 0 0 0 0.0406724511930586 0.0731528895391368 0.0454876273653566 0.0154368632293918
"secum" 0.0278672281397077 0.0611845325501713 0.0240558094779889 0.0278784499581823 0.0436681222707424 0.0542299349240781 0.0182882223847842 0.0181950509461426 0.0308737264587836
"suae" 0.0402526628684667 0.0489476260401371 0.0481116189559779 0 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.027292576419214 0.0308737264587836
"subsidio" 0.0340599455040872 0.0122369065100343 0.0962232379119557 0.0278784499581823 0 0.0542299349240781 0 0.054585152838428 0
"tribus" 0.0309635868218974 0.0122369065100343 0.0240558094779889 0.0278784499581823 0 0.0406724511930586 0.109729334308705 0.027292576419214 0.0308737264587836
"uim" 0.024770869457518 0.0367107195301028 0 0.083635349874547 0.0873362445414847 0.027114967462039 0.0731528895391368 0.027292576419214 0
"usus" 0.0309635868218974 0.0244738130200685 0.0721674284339668 0.0557568999163646 0.0436681222707424 0.0135574837310195 0.0731528895391368 0.0181950509461426 0.0154368632293918
"cornu" 0.0557344562794154 0.0367107195301028 0.0481116189559779 0 0 0 0.0182882223847842 0.0181950509461426 0
"duobus" 0.0433490215506564 0.0244738130200685 0.0481116189559779 0 0 0.0406724511930586 0.0182882223847842 0.00909752547307132 0.0463105896881754
"fortuna" 0.0495417389150359 0.0122369065100343 0 0.0278784499581823 0 0.0406724511930586 0.0548646671543526 0.00909752547307132 0.0154368632293918
"impedimentis" 0.012385434728759 0.0122369065100343 0.0962232379119557 0.0557568999163646 0.0218340611353712 0.0406724511930586 0.0548646671543526 0.0727802037845706 0
"legatis" 0.0216745107753282 0.0489476260401371 0 0.0557568999163646 0.131004366812227 0.0406724511930586 0 0.0181950509461426 0.0308737264587836
"misit" 0.0216745107753282 0.0856583455702398 0.0481116189559779 0.0557568999163646 0.0655021834061135 0.027114967462039 0 0.0181950509461426 0.0154368632293918
"nactus" 0.0464453802328462 0.0122369065100343 0 0 0.0873362445414847 0.0135574837310195 0 0.0454876273653566 0
"trans" 0.00619271736437949 0.0856583455702398 0.0481116189559779 0 0.152838427947598 0.0406724511930586 0.0548646671543526 0.00909752547307132 0.0154368632293918
"u" 0.0619271736437949 0.0244738130200685 0.0240558094779889 0 0.0436681222707424 0.0135574837310195 0 0 0
"uiderentur" 0.0433490215506564 0.0244738130200685 0.0721674284339668 0 0.0218340611353712 0.027114967462039 0 0.027292576419214 0.0154368632293918
"unam" 0.0433490215506564 0.0122369065100343 0 0.0278784499581823 0 0.0406724511930586 0.0548646671543526 0.0181950509461426 0.0308737264587836
"acceptis" 0.0185781520931385 0.0122369065100343 0.0240558094779889 0.083635349874547 0.0436681222707424 0.0813449023861171 0.0365764447695684 0.0363901018922853 0
"ciuitas" 0.012385434728759 0.0489476260401371 0.0240558094779889 0 0.0218340611353712 0.0677874186550976 0.0365764447695684 0.0636826783114993 0.0154368632293918
"confecto" 0.0402526628684667 0.0122369065100343 0.0481116189559779 0.0278784499581823 0.0655021834061135 0 0.0548646671543526 0.0181950509461426 0
"copia" 0.0340599455040872 0.0489476260401371 0.0240558094779889 0 0 0.027114967462039 0.0365764447695684 0.00909752547307132 0.0617474529175671
"curio" 0.0743126083725539 0 0 0 0 0 0 0 0.0154368632293918
"e" 0.0278672281397077 0.0611845325501713 0 0 0.0218340611353712 0.0135574837310195 0 0.0636826783114993 0.0308737264587836
"fugam" 0.0154817934109487 0.0244738130200685 0.0481116189559779 0.0557568999163646 0.0655021834061135 0.027114967462039 0.0182882223847842 0.0636826783114993 0.0154368632293918
"hiberna" 0.00619271736437949 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.162689804772234 0.0182882223847842 0.00909752547307132 0.0771843161469589
"huius" 0.0216745107753282 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0406724511930586 0.109729334308705 0.0363901018922853 0.0154368632293918
"illis" 0.0433490215506564 0.0367107195301028 0.0240558094779889 0.0278784499581823 0 0.027114967462039 0.0182882223847842 0.0181950509461426 0.0154368632293918
"inquit" 0.0402526628684667 0 0 0 0.0218340611353712 0.0406724511930586 0.0365764447695684 0.054585152838428 0
"labienus" 0.0185781520931385 0.0122369065100343 0.0240558094779889 0 0 0.0677874186550976 0.0731528895391368 0.054585152838428 0.0308737264587836
"locus" 0.0371563041862769 0.0611845325501713 0 0.0278784499581823 0 0.0135574837310195 0.0548646671543526 0.027292576419214 0
"magis" 0.024770869457518 0.0489476260401371 0.0481116189559779 0.0557568999163646 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.0363901018922853 0.0308737264587836
"opus" 0.0278672281397077 0.0367107195301028 0.0481116189559779 0.083635349874547 0 0.0135574837310195 0.0182882223847842 0.0454876273653566 0.0154368632293918
"pace" 0.0278672281397077 0.0122369065100343 0.0962232379119557 0.0557568999163646 0.109170305676856 0 0.0365764447695684 0.00909752547307132 0.0154368632293918
"potuit" 0.0371563041862769 0.0244738130200685 0.0240558094779889 0.0278784499581823 0.0436681222707424 0.027114967462039 0.0182882223847842 0.00909752547307132 0.0463105896881754
"propterea" 0.00619271736437949 0.183553597650514 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0135574837310195 0 0.00909752547307132 0.0463105896881754
"receperunt" 0.0278672281397077 0.0244738130200685 0.0240558094779889 0 0.109170305676856 0.0135574837310195 0.0365764447695684 0.0363901018922853 0.0154368632293918
"regionibus" 0.0309635868218974 0.0122369065100343 0 0.0557568999163646 0.0873362445414847 0.0406724511930586 0.0365764447695684 0.0181950509461426 0.0154368632293918
"saepe" 0.0216745107753282 0.0611845325501713 0 0 0.0655021834061135 0.0135574837310195 0.0731528895391368 0.00909752547307132 0.0617474529175671
"uel" 0.0309635868218974 0.0856583455702398 0 0.0278784499581823 0.0655021834061135 0 0 0.00909752547307132 0.0463105896881754
"uidebatur" 0.0526380975972257 0.0122369065100343 0.0240558094779889 0.0278784499581823 0 0.0135574837310195 0.0182882223847842 0.0181950509461426 0.0154368632293918
"factus" 0.0309635868218974 0.0367107195301028 0.0481116189559779 0.083635349874547 0.0218340611353712 0.0406724511930586 0 0.0181950509461426 0
"facultatem" 0.0309635868218974 0.0122369065100343 0 0.083635349874547 0.0218340611353712 0.027114967462039 0.0548646671543526 0.00909752547307132 0.0463105896881754
"fecerunt" 0.0185781520931385 0.0367107195301028 0.0962232379119557 0.0278784499581823 0.0655021834061135 0.027114967462039 0 0.027292576419214 0.0308737264587836
"germanos" 0.00309635868218974 0.0611845325501713 0.0240558094779889 0 0.131004366812227 0.0135574837310195 0.109729334308705 0.0181950509461426 0.0308737264587836
"horum" 0.0278672281397077 0.0489476260401371 0.0240558094779889 0.0278784499581823 0 0.0135574837310195 0.0182882223847842 0.054585152838428 0.0154368632293918
"illum" 0.0309635868218974 0.0611845325501713 0 0 0.0218340611353712 0.0406724511930586 0.0365764447695684 0.027292576419214 0
"inopia" 0.0309635868218974 0.0122369065100343 0 0.083635349874547 0 0.0135574837310195 0.0548646671543526 0.054585152838428 0
"magnitudine" 0.024770869457518 0.0122369065100343 0.0481116189559779 0.0557568999163646 0.0218340611353712 0.027114967462039 0.109729334308705 0.0181950509461426 0
"mare" 0.0526380975972257 0 0 0.0557568999163646 0.0218340611353712 0.0542299349240781 0 0 0
"mittunt" 0.0154817934109487 0.0489476260401371 0.0240558094779889 0.0557568999163646 0 0.027114967462039 0.0731528895391368 0.027292576419214 0.0463105896881754
"numerus" 0.0185781520931385 0.0244738130200685 0.0240558094779889 0 0.0655021834061135 0.0813449023861171 0.0365764447695684 0.0363901018922853 0
"opera" 0.0433490215506564 0 0 0 0 0.027114967462039 0 0.0454876273653566 0.0463105896881754
"portas" 0.0464453802328462 0 0.0481116189559779 0.0278784499581823 0 0.0135574837310195 0.0182882223847842 0.0363901018922853 0
"portum" 0.0588308149616052 0 0 0 0.0655021834061135 0.027114967462039 0 0 0
"praeerat" 0.0495417389150359 0.0367107195301028 0.0481116189559779 0.0557568999163646 0 0 0 0.00909752547307132 0
"principes" 0.00928907604656923 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0436681222707424 0.0406724511930586 0.091441111923921 0.0454876273653566 0.0463105896881754
"q" 0.0340599455040872 0.0122369065100343 0.0962232379119557 0.111513799832729 0.0436681222707424 0.0135574837310195 0 0 0.0154368632293918
"sint" 0.0216745107753282 0.0611845325501713 0 0 0.0436681222707424 0.0135574837310195 0.091441111923921 0.0363901018922853 0
"uallum" 0.0371563041862769 0 0 0.083635349874547 0 0.0813449023861171 0 0.0181950509461426 0.0154368632293918
"uercingetorix" 0 0 0 0 0 0 0 0.218340611353712 0
"acies" 0.0433490215506564 0.0367107195301028 0.0721674284339668 0 0 0 0 0.0181950509461426 0.0154368632293918
"consilia" 0.00928907604656923 0.0122369065100343 0 0.0278784499581823 0.0655021834061135 0.027114967462039 0.0365764447695684 0.0454876273653566 0.0926211793763507
"ferre" 0.0185781520931385 0.0611845325501713 0.0240558094779889 0.0278784499581823 0.0655021834061135 0 0.0365764447695684 0.0363901018922853 0.0154368632293918
"fit" 0.024770869457518 0 0 0.0278784499581823 0 0.0135574837310195 0.0182882223847842 0.0636826783114993 0.0771843161469589
"fortunam" 0.024770869457518 0.0367107195301028 0.0481116189559779 0.0278784499581823 0.0218340611353712 0.0135574837310195 0.0365764447695684 0.0454876273653566 0
"generis" 0.0340599455040872 0 0 0 0.0436681222707424 0.0542299349240781 0.0365764447695684 0.027292576419214 0.0154368632293918
"germanorum" 0 0.0856583455702398 0 0 0.109170305676856 0.0406724511930586 0.091441111923921 0 0.0463105896881754
"heluetii" 0 0.281448849730788 0 0 0 0 0 0 0
"ii" 0.0495417389150359 0.0367107195301028 0 0.0278784499581823 0.0655021834061135 0 0 0 0
"imperium" 0.0154817934109487 0.0244738130200685 0.0962232379119557 0 0.0218340611353712 0.027114967462039 0.0548646671543526 0.0454876273653566 0.0154368632293918
"ipsum" 0.0216745107753282 0.0489476260401371 0 0 0 0 0.0731528895391368 0.054585152838428 0.0308737264587836
"luce" 0.024770869457518 0.0122369065100343 0.0240558094779889 0.0278784499581823 0 0.0949023861171367 0.0182882223847842 0.027292576419214 0.0154368632293918
"partim" 0.0185781520931385 0 0.0962232379119557 0 0 0.027114967462039 0 0 0.16980549552331
"paulum" 0.0154817934109487 0 0.0240558094779889 0 0.0873362445414847 0.0406724511930586 0.0731528895391368 0.054585152838428 0
"plerumque" 0.0154817934109487 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0655021834061135 0.0406724511930586 0.0548646671543526 0.027292576419214 0.0463105896881754
"poterant" 0.0185781520931385 0.0367107195301028 0.120279047389945 0.0278784499581823 0.0436681222707424 0.0406724511930586 0.0182882223847842 0.00909752547307132 0.0154368632293918
"proficisci" 0.0185781520931385 0.0122369065100343 0 0.0557568999163646 0.0436681222707424 0.0406724511930586 0.0731528895391368 0.0363901018922853 0.0154368632293918
"prouincia" 0.0402526628684667 0.0489476260401371 0 0.0278784499581823 0 0 0 0.0363901018922853 0.0154368632293918
"relictis" 0.024770869457518 0.0122369065100343 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.027114967462039 0 0.054585152838428 0.0463105896881754
"studio" 0.0402526628684667 0 0 0 0.0436681222707424 0.027114967462039 0.0365764447695684 0.0363901018922853 0
"tertia" 0.0340599455040872 0.0611845325501713 0.0481116189559779 0.0557568999163646 0 0.027114967462039 0 0.00909752547307132 0
"uigilia" 0.0278672281397077 0.0611845325501713 0.0481116189559779 0 0.0218340611353712 0.027114967462039 0 0.0363901018922853 0
"uoluntate" 0.0371563041862769 0.0856583455702398 0.0240558094779889 0 0 0.0135574837310195 0 0 0.0308737264587836
"xii" 0.0278672281397077 0 0.120279047389945 0.083635349874547 0.0436681222707424 0.0135574837310195 0 0 0.0463105896881754
"aeduorum" 0 0 0 0 0 0.027114967462039 0.0182882223847842 0.163755458515284 0.0154368632293918
"aliis" 0.0340599455040872 0.0122369065100343 0.0721674284339668 0.0278784499581823 0 0.0135574837310195 0.0365764447695684 0.0181950509461426 0.0154368632293918
"alter" 0.0402526628684667 0 0 0 0 0.0677874186550976 0 0.0181950509461426 0.0308737264587836
"amicitiam" 0.0185781520931385 0.0978952520802741 0 0 0.0655021834061135 0.0135574837310195 0.0365764447695684 0.00909752547307132 0.0154368632293918
"concilio" 0 0.0367107195301028 0.0481116189559779 0.0278784499581823 0.0218340611353712 0.0542299349240781 0.0548646671543526 0.0636826783114993 0.0154368632293918
"conspectu" 0.0216745107753282 0.0367107195301028 0.0240558094779889 0.0278784499581823 0 0.0406724511930586 0.0365764447695684 0.0181950509461426 0.0463105896881754
"duae" 0.0340599455040872 0.0244738130200685 0.0721674284339668 0 0.0436681222707424 0 0 0.027292576419214 0.0154368632293918
"initium" 0.0154817934109487 0.0244738130200685 0.0481116189559779 0.0557568999163646 0 0.0542299349240781 0.0731528895391368 0.00909752547307132 0.0308737264587836
"labienum" 0 0.0367107195301028 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0406724511930586 0.091441111923921 0.0363901018922853 0.0617474529175671
"legio" 0.0340599455040872 0.0244738130200685 0.0481116189559779 0 0.0218340611353712 0.0135574837310195 0 0.027292576419214 0.0308737264587836
"missis" 0.0402526628684667 0.0122369065100343 0 0.0557568999163646 0.0218340611353712 0.0406724511930586 0 0.0181950509461426 0
"ob" 0.0185781520931385 0.0856583455702398 0.0240558094779889 0.0278784499581823 0.0218340611353712 0.0135574837310195 0.0365764447695684 0.0181950509461426 0.0154368632293918
"operibus" 0.0464453802328462 0 0 0 0 0 0 0.00909752547307132 0.0926211793763507
"oratione" 0.0216745107753282 0.0856583455702398 0.0481116189559779 0 0 0.0542299349240781 0 0.0181950509461426 0
"p" 0.0340599455040872 0.0367107195301028 0.0481116189559779 0.139392249790912 0 0 0 0 0.0154368632293918
"pedes" 0.0185781520931385 0.0244738130200685 0 0 0.0218340611353712 0 0 0.118267831149927 0
"perterriti" 0.0185781520931385 0.0122369065100343 0.0240558094779889 0 0.0655021834061135 0.0135574837310195 0 0.0454876273653566 0.0771843161469589
"publicae" 0.0340599455040872 0.0367107195301028 0.0240558094779889 0 0.0436681222707424 0.027114967462039 0.0548646671543526 0 0
"quaeque" 0.0185781520931385 0.0122369065100343 0.0721674284339668 0 0.0655021834061135 0.0677874186550976 0.0365764447695684 0.0181950509461426 0
"quattuor" 0.00309635868218974 0.0489476260401371 0 0 0 0.0542299349240781 0.0548646671543526 0.0727802037845706 0.0308737264587836
"rationem" 0.0433490215506564 0 0 0.0278784499581823 0.0218340611353712 0.027114967462039 0 0.027292576419214 0.0154368632293918
"sequi" 0.0371563041862769 0.0367107195301028 0.0240558094779889 0 0.0218340611353712 0.0135574837310195 0.0182882223847842 0.0181950509461426 0.0154368632293918
"sex" 0.0402526628684667 0 0.0240558094779889 0.0278784499581823 0 0 0.0182882223847842 0.0454876273653566 0.0154368632293918
"solum" 0.0216745107753282 0.0611845325501713 0.0240558094779889 0.083635349874547 0 0 0.0365764447695684 0.027292576419214 0.0154368632293918
"tam" 0.0185781520931385 0.0856583455702398 0.0240558094779889 0 0.0218340611353712 0.0135574837310195 0.0548646671543526 0.00909752547307132 0.0308737264587836
"uictoria" 0.0154817934109487 0.0367107195301028 0 0.083635349874547 0 0.0813449023861171 0 0.0454876273653566 0
"adeo" 0.0433490215506564 0 0 0 0 0.0406724511930586 0 0.00909752547307132 0.0463105896881754
"altitudinem" 0.0154817934109487 0.0122369065100343 0.0721674284339668 0.0557568999163646 0.0436681222707424 0.0135574837310195 0 0.0363901018922853 0.0463105896881754
"centuriones" 0.0371563041862769 0 0 0 0 0.0677874186550976 0.0365764447695684 0.00909752547307132 0.0154368632293918
"clamore" 0.00309635868218974 0 0.0240558094779889 0.0557568999163646 0.0218340611353712 0.0406724511930586 0.0182882223847842 0.0909752547307132 0.0308737264587836
